FECHA_REPORTE,dir_sin,dir_cos,intensidad_log,rafaga_kt,temperatura,rocio
2026-05-07 13:00:00,0.9009259274495234,-0.05244820265482132,0.9914698110895707,0.0,0.3429995580382509,0.9194753606774257
2026-05-07 14:00:00,0.9009259274495234,-0.05244820265482132,0.6841153943330881,0.0,0.3429995580382509,0.3612224631232742
2026-05-07 15:00:00,-1.1882041158592893,-2.309509916676116,-0.0903558817379898,0.0,0.8812450183444289,-0.1970304344308773
2026-05-07 16:00:00,0.9884376337195744,-0.6914643165514628,1.2625756201165905,0.0,0.8812450183444289,-0.1970304344308773
2026-05-07 17:00:00,0.794027834049067,-1.6256433793445206,0.9914698110895707,0.0,0.8812450183444289,-0.1970304344308773
2026-05-07 18:00:00,0.6489460119507711,-1.8924217701353858,1.2625756201165905,0.0,0.8812450183444289,-0.1970304344308773
2026-05-07 19:00:00,-0.21067695050091567,-2.531437884032027,0.3293007596640171,0.0,0.8812450183444289,-0.7552833319850288
2026-05-07 20:00:00,0.9009259274495234,-0.05244820265482132,0.3293007596640171,0.0,0.61212228819134,1.4777282582315774
2026-05-07 21:00:00,0.47008869890414834,0.7397810433099713,-0.0903558817379898,0.0,0.8812450183444289,0.9194753606774257
2026-05-07 22:00:00,0.2628903838599531,0.9265812835731907,0.9914698110895707,0.0,0.8812450183444289,0.3612224631232742
2026-05-07 23:00:00,0.9009259274495235,-1.3304804304481042,-0.6039741007885558,0.0,0.8812450183444289,0.3612224631232742
2026-05-08 00:00:00,-1.8262396594488597,-1.330480430448104,-0.0903558817379898,0.0,0.3429995580382509,0.9194753606774257
2026-05-08 01:00:00,-1.574259743950107,0.5094931370324599,0.3293007596640171,0.0,-0.1952459022679271,0.3612224631232742
2026-05-08 02:00:00,-1.574259743950107,0.5094931370324599,-1.2661431522141093,0.0,-0.7334913625741051,0.3612224631232742
2026-05-08 03:00:00,-1.574259743950107,0.5094931370324599,-1.2661431522141093,0.0,-0.7334913625741051,0.3612224631232742
2026-05-08 04:00:00,-0.7146367814984205,1.1485092509291013,-0.6039741007885558,0.0,-0.4643686324210161,0.3612224631232742
2026-05-08 05:00:00,-0.7146367814984205,1.1485092509291013,-0.6039741007885558,0.0,-0.7334913625741051,0.9194753606774257
2026-05-08 06:00:00,-0.7146367814984205,1.1485092509291013,-2.1994180126666825,0.0,-0.7334913625741051,0.3612224631232742
2026-05-08 07:00:00,-0.7146367814984205,1.1485092509291013,-2.1994180126666825,0.0,-1.002614092727194,0.3612224631232742
2026-05-08 08:00:00,-0.7146367814984205,1.1485092509291013,-1.2661431522141093,0.0,-0.7334913625741051,0.9194753606774257
2026-05-08 09:00:00,-0.7146367814984205,1.1485092509291013,-2.1994180126666825,0.0,-1.002614092727194,0.3612224631232742
2026-05-08 10:00:00,-0.2106769505009156,1.1485092509291013,-1.2661431522141093,0.0,-1.2717368228802832,-0.1970304344308773
2026-05-08 11:00:00,0.47008869890414834,0.7397810433099713,-1.2661431522141093,0.0,-1.5408595530333722,-0.7552833319850288
2026-05-08 12:00:00,0.7940278340490668,0.2427147462415956,0.3293007596640171,0.0,0.07387682788516191,0.9194753606774257
2026-05-08 13:00:00,0.794027834049067,-1.6256433793445206,0.3293007596640171,0.0,0.61212228819134,-0.1970304344308773
2026-05-08 14:00:00,0.9663922476772132,-0.36702733281423183,0.3293007596640171,0.0,0.61212228819134,-0.1970304344308773
2026-05-08 15:00:00,0.9009259274495234,-0.05244820265482132,0.9914698110895707,0.0,1.1503677484975179,-1.3135362295391804
2026-05-08 16:00:00,0.9884376337195744,-0.6914643165514628,0.6841153943330881,0.0,1.4194904786506068,-1.3135362295391804
2026-05-08 17:00:00,0.9884376337195744,-0.6914643165514628,0.9914698110895707,0.0,1.4194904786506068,-1.3135362295391804
2026-05-08 18:00:00,0.9663922476772132,-1.0159013002886936,0.6841153943330881,0.0,1.688613208803696,-1.8717891270933318
2026-05-08 19:00:00,0.7940278340490668,0.2427147462415956,1.2625756201165905,0.0,1.688613208803696,-0.7552833319850288
2026-05-08 20:00:00,0.9663922476772132,-1.0159013002886936,0.6841153943330881,0.0,1.4194904786506068,-0.7552833319850288
2026-05-08 21:00:00,-1.7193415660484026,-1.6256433793445217,0.9914698110895707,0.0,0.8812450183444289,1.4777282582315774
2026-05-08 22:00:00,-1.9137513657189105,-0.6914643165514632,0.3293007596640171,0.0,0.8812450183444289,0.9194753606774257
2026-05-08 23:00:00,-1.8262396594488592,-0.05244820265482101,0.6841153943330881,0.0,0.3429995580382509,2.035981155785729
2026-05-09 00:00:00,-1.8262396594488592,-0.05244820265482101,-1.2661431522141093,0.0,0.07387682788516191,2.035981155785729
2026-05-09 01:00:00,-1.8262396594488592,-0.05244820265482101,-1.2661431522141093,0.0,-0.4643686324210161,1.4777282582315774
2026-05-09 02:00:00,-0.7146367814984205,1.1485092509291013,-0.6039741007885558,0.0,-1.002614092727194,0.3612224631232742
2026-05-09 03:00:00,0.2628903838599531,0.9265812835731907,-1.2661431522141093,0.0,-1.002614092727194,0.3612224631232742
2026-05-09 04:00:00,0.6489460119507711,0.5094931370324601,0.6841153943330881,0.0,-1.002614092727194,-0.1970304344308773
2026-05-09 05:00:00,0.47008869890414834,0.7397810433099713,-0.0903558817379898,0.0,-1.002614092727194,-0.1970304344308773
2026-05-09 06:00:00,0.2628903838599531,0.9265812835731907,-1.2661431522141093,0.0,-1.002614092727194,-0.1970304344308773
2026-05-09 07:00:00,0.6489460119507711,0.5094931370324601,0.3293007596640171,0.0,-1.5408595530333722,-0.7552833319850288
2026-05-09 08:00:00,0.47008869890414834,0.7397810433099713,0.3293007596640171,0.0,-1.2717368228802832,-0.1970304344308773
2026-05-09 09:00:00,-0.46265686599966827,1.176893809034654,-0.6039741007885558,0.0,-1.5408595530333722,-0.7552833319850288
2026-05-09 10:00:00,0.47008869890414834,0.7397810433099713,-0.0903558817379898,0.0,-1.8099822831864611,-1.3135362295391804
2026-05-09 11:00:00,0.7940278340490668,0.2427147462415956,0.3293007596640171,0.0,-1.2717368228802832,-0.1970304344308773
2026-05-09 12:00:00,0.9009259274495234,-0.05244820265482132,0.3293007596640171,0.0,-1.002614092727194,-0.1970304344308773
2026-05-09 13:00:00,0.6489460119507711,0.5094931370324601,0.9914698110895707,0.0,0.07387682788516191,-0.1970304344308773
2026-05-09 14:00:00,0.7940278340490668,0.2427147462415956,1.5050880301401377,0.0,0.8812450183444289,-1.3135362295391804
2026-05-09 15:00:00,0.9663922476772132,-1.0159013002886936,1.5050880301401377,0.0,1.1503677484975179,-3.5465478197557863
