OACI,Aeropuerto,Latitud,Longitud,Fecha,METAR,FECHA_HORA_REPORTE
SKBO,Bogotá / El Dorado,4.70306,-74.13833,10-05-2026 23:05:00,SKBO 102300Z 08006KT 030V150 9999 BKN030 17/11 Q1026 NOSIG =,2026-05-10 23:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,11-05-2026 00:05:00,SKBO 110000Z 09003KT 040V130 9999 FEW040 16/11 Q1027 NOSIG =,2026-05-11 00:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,11-05-2026 01:05:00,SKBO 110100Z 07003KT 040V130 9999 FEW010 SCT040 14/11 Q1027 NOSIG =,2026-05-11 01:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,11-05-2026 02:05:00,SKBO 110200Z 04003KT 020V090 9999 FEW015 SCT040 14/11 Q1028 NOSIG =,2026-05-11 02:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,11-05-2026 03:05:00,SKBO 110300Z 05004KT 9999 FEW015 BKN040 14/12 Q1029 NOSIG =,2026-05-11 03:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,11-05-2026 07:05:00,SKBO 110700Z 03003KT 350V070 9999 BKN030 13/12 Q1027 NOSIG =,2026-05-11 07:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,11-05-2026 08:05:00,SKBO 110800Z VRB02KT 9999 BKN030 13/12 Q1026 NOSIG =,2026-05-11 08:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,11-05-2026 09:05:00,SKBO 110900Z 04006KT 9999 BKN035 12/12 Q1026 NOSIG =,2026-05-11 09:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,11-05-2026 10:05:00,SKBO 111000Z 07005KT 9999 BKN035 13/13 Q1027 NOSIG =,2026-05-11 10:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,11-05-2026 10:05:00,SKBO 111030Z 02004KT 9999 BKN030 13/13 Q1027 NOSIG =,2026-05-11 10:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,11-05-2026 11:05:00,SKBO 111100Z 02004KT 9999 FEW015 SCT030 BKN050 13/12 Q1027 NOSIG =,2026-05-11 11:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,11-05-2026 12:05:00,SKBO 111200Z 07005KT 9999 SCT030 BKN070 13/12 Q1028 NOSIG =,2026-05-11 12:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,11-05-2026 12:05:00,SKBO 111235Z 08005KT 030V150 9999 SCT030 OVC070 15/12 Q1028 NOSIG =,2026-05-11 12:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,11-05-2026 13:05:00,SKBO 111300Z 07006KT 030V150 9999 BKN035 OVC070 15/12 Q1028 NOSIG =,2026-05-11 13:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,11-05-2026 14:05:00,SKBO 111400Z 07005KT 030V130 9999 FEW025 SCT050 BKN070 16/12 Q1029 NOSIG =,2026-05-11 14:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,11-05-2026 15:05:00,SKBO 111500Z VRB03KT 9999 -DZ FEW025 OVC035 17/11 Q1029 NOSIG =,2026-05-11 15:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,11-05-2026 16:05:00,SKBO 111600Z 05006KT 010V090 9999 SCT030 OVC050 18/13 Q1028 REDZ NOSIG =,2026-05-11 16:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,11-05-2026 17:05:00,SKBO 111700Z 12006KT 020V180 9999 VCSH BKN030TCU OVC060 19/11 Q1028 NOSIG RMK TCU/ SE VCSH/ SE/ W =,2026-05-11 17:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,11-05-2026 18:05:00,SKBO 111800Z 19005KT 150V220 9999 -RA FEW020TCU BKN030 18/12 Q1027 NOSIG RMK TCUSE =,2026-05-11 18:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,11-05-2026 18:05:00,SKBO 111806Z 09004KT 070V150 8000 RA SCT020TCU BKN030 17/13 Q1027 NOSIG =,2026-05-11 18:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,11-05-2026 19:05:00,SKBO 111900Z 13009KT 9999 VCSH FEW015 BKN030 16/13 Q1026 RERA NOSIG RMK VCSH/N =,2026-05-11 19:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,11-05-2026 19:05:00,SKBO 111915Z 14003KT 050V200 9999 VCSH FEW017 BKN030 18/13 Q1026 NOSIG RMK VCSH/SE =,2026-05-11 19:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,11-05-2026 20:05:00,SKBO 112000Z 15008KT 120V210 9999 -DZ FEW017 BKN030 17/13 Q1026 NOSIG =,2026-05-11 20:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,11-05-2026 20:05:00,SKBO 112030Z 16005KT 9999 SCT030 SCT050 19/13 Q1025 NOSIG =,2026-05-11 20:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,11-05-2026 21:05:00,SKBO 112100Z 10003KT 010V170 9999 SCT030 SCT050 18/12 Q1025 NOSIG =,2026-05-11 21:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,11-05-2026 22:05:00,SKBO 112200Z 05003KT 360V150 9999 BKN030 18/13 Q1025 NOSIG =,2026-05-11 22:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,11-05-2026 23:05:00,SKBO 112300Z 14006KT 9999 VCSH BKN030 17/12 Q1026 TEMPO RA RMK VCSH/NE/E =,2026-05-11 23:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,11-05-2026 23:05:00,SKBO 112321Z VRB03KT 9999 4900N RA FEW015 BKN035 16/12 Q1027 TEMPO RA =,2026-05-11 23:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,12-05-2026 00:05:00,SKBO 120000Z 31003KT 260V360 9999 -SHRA FEW015 BKN035 15/13 Q1028 NOSIG =,2026-05-12 00:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,12-05-2026 01:05:00,SKBO 120100Z 30004KT 250V350 9999 FEW010 SCT025 BKN050 15/13 Q1028 NOSIG =,2026-05-12 01:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,12-05-2026 02:05:00,SKBO 120200Z 04003KT 9999 -DZ FEW015 BKN025 14/14 Q1029 NOSIG =,2026-05-12 02:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,12-05-2026 03:05:00,SKBO 120300Z 09003KT 050V170 9999 FEW010 SCT025 BKN100 14/12 Q1030 REDZ NOSIG =,2026-05-12 03:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,12-05-2026 04:05:00,SKBO 120400Z VRB03KT 9999 FEW020 BKN040 BKN070 13/11 Q1030 NOSIG =,2026-05-12 04:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,12-05-2026 05:05:00,SKBO 120500Z 33003KT 9999 SCT030 BKN045 13/12 Q1030 NOSIG =,2026-05-12 05:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,12-05-2026 06:05:00,SKBO 120600Z 07003KT 030V110 9999 FEW015 BKN035 13/12 Q1029 NOSIG =,2026-05-12 06:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,12-05-2026 07:05:00,SKBO 120700Z VRB04KT 9999 FEW030 BKN070 13/12 Q1028 NOSIG =,2026-05-12 07:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,12-05-2026 08:05:00,SKBO 120800Z VRB02KT 9999 FEW030 BKN070 12/12 Q1027 NOSIG =,2026-05-12 08:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,12-05-2026 09:05:00,SKBO 120900Z 04005KT 9999 FEW030 11/11 Q1027 NOSIG =,2026-05-12 09:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,12-05-2026 10:05:00,SKBO 121000Z VRB05KT 9999 BKN030 11/11 Q1028 NOSIG =,2026-05-12 10:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,12-05-2026 10:05:00,SKBO 121030Z 08006KT 060V130 9999 FEW015 BKN030 12/12 Q1028 NOSIG =,2026-05-12 10:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,12-05-2026 11:05:00,SKBO 121100Z 08005KT 040V120 9999 FEW020 BKN040 12/11 Q1028 NOSIG =,2026-05-12 11:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,12-05-2026 11:05:00,SKBO 121122Z 12007KT 9999 FEW015 SCT030 14/10 Q1029 NOSIG =,2026-05-12 11:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,12-05-2026 12:05:00,SKBO 121200Z 09006KT 020V120 9999 FEW020 SCT040 14/10 Q1029 NOSIG =,2026-05-12 12:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,12-05-2026 13:05:00,SKBO 121300Z 09009KT 020V120 9999 FEW020 SCT040 15/11 Q1030 NOSIG =,2026-05-12 13:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,12-05-2026 14:05:00,SKBO 121400Z 07010KT 040V120 9999 FEW020 SCT050 16/11 Q1030 NOSIG =,2026-05-12 14:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,12-05-2026 15:05:00,SKBO 121500Z 06008KT 020V090 9999 SCT030 BKN100 17/12 Q1030 NOSIG =,2026-05-12 15:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,12-05-2026 16:05:00,SKBO 121600Z 14013KT 080V150 9999 SCT030 BKN045 19/11 Q1029 NOSIG =,2026-05-12 16:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,12-05-2026 17:05:00,SKBO 121700Z 15007KT 120V200 9999 SCT030 BKN050 19/11 Q1029 NOSIG =,2026-05-12 17:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,12-05-2026 18:05:00,SKBO 121800Z 09008KT 060V120 9999 SCT003 BKN050 18/11 Q1028 NOSIG =,2026-05-12 18:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,12-05-2026 19:05:00,SKBO 121900Z VRB05KT 9999 VCSH FEW020 BKN050 19/10 Q1027 NOSIG RMK VCSH/NE/N =,2026-05-12 19:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,12-05-2026 19:05:00,SKBO 121928Z 08003KT 020V120 9999 DZ FEW030 BKN050 19/11 Q1026 TEMPO RA =,2026-05-12 19:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,12-05-2026 20:05:00,SKBO 122000Z VRB05KT 9999 DZ FEW020 BKN040 18/11 Q1026 TEMPO RA =,2026-05-12 20:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,12-05-2026 21:05:00,SKBO 122100Z 31004KT 260V360 9999 VCSH FEW029 OVC050 18/11 Q1026 REDZ TEMPO RA RMK VCSH/SE/N =,2026-05-12 21:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,12-05-2026 21:05:00,SKBO 122105Z 29004KT 230V330 9999 RA FEW014 BKN050 18/13 Q1026 NOSIG =,2026-05-12 21:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,12-05-2026 22:05:00,SKBO 122200Z 31004KT 230V350 9999 RA SCT020 BKN030 15/14 Q1026 NOSIG =,2026-05-12 22:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,12-05-2026 23:05:00,SKBO 122300Z VRB01KT 9999 RA FEW015 BKN025 15/13 Q1027 NOSIG =,2026-05-12 23:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,13-05-2026 00:05:00,SKBO 130000Z 36002KT 9999 FEW012 BKN030 14/14 Q1028 RERA NOSIG =,2026-05-13 00:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,13-05-2026 00:05:00,SKBO 130038Z VRB03KT 9999 DZ FEW012 BKN025 14/14 Q1029 BECMG FM0115 NSW =,2026-05-13 00:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,13-05-2026 01:05:00,SKBO 130100Z 10004KT 070V150 9999 -DZ FEW013 BKN025 14/13 Q1029 BECMG TL0130 NSW =,2026-05-13 01:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,13-05-2026 01:05:00,SKBO 130126Z 04004KT 9999 FEW020 BKN040 14/13 Q1029 REDZ NOSIG =,2026-05-13 01:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,13-05-2026 02:05:00,SKBO 130200Z 04005KT 9999 FEW025 BKN040 13/13 Q1029 NOSIG =,2026-05-13 02:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,13-05-2026 03:05:00,SKBO 130300Z 36003KT 9999 FEW020 BKN030 14/13 Q1030 NOSIG =,2026-05-13 03:05:00
SKBO,Bogotá / El Dorado,4.70306,-74.13833,13-05-2026 04:05:00,SKBO 130400Z 03003KT 340V060 9999 VCSH FEW020 BKN050 13/13 Q1030 NOSIG RMK VCSH/N =,2026-05-13 04:05:00
