u,v,temperatura,rocio
4.330127018922193,-2.5000000000000004,12.0,11.0
1.7320508075688772,-1.0000000000000002,12.0,10.0
1.7320508075688772,-1.0000000000000002,11.0,10.0
1.7320508075688772,-1.0000000000000002,11.0,11.0
4.0,7.347880794884119e-16,11.0,11.0
2.5711504387461583,-3.064177772475911,11.0,11.0
1.2855752193730792,-1.5320888862379556,11.0,9.0
1.2855752193730792,-1.5320888862379556,11.0,10.0
2.9544232590366244,-0.5209445330007899,11.0,11.0
-0.520944533000791,-2.954423259036624,12.0,11.0
-0.34729635533386066,-1.969615506024416,14.0,11.0
-1.9999999999999998,-3.464101615137755,17.0,10.0
2.9544232590366244,-0.5209445330007899,18.0,9.0
-3.064177772475912,-2.5711504387461575,19.0,8.0
-1.3680805733026749,-3.7587704831436337,20.0,8.0
12.0,2.204364238465236e-15,18.0,11.0
6.894399988070801,5.7850884871788555,17.0,11.0
6.894399988070801,5.7850884871788555,15.0,12.0
6.062177826491069,3.500000000000003,16.0,11.0
5.362311101832845,4.499513267805776,15.0,11.0
4.924038765061041,-0.8682408883346499,14.0,11.0
2.0000000000000018,-3.4641016151377535,14.0,12.0
0.0,0.0,13.0,11.0
2.0000000000000018,-3.4641016151377535,13.0,11.0
6.427876096865396,-7.660444431189778,13.0,11.0
1.0260604299770058,-2.8190778623577253,12.0,10.0
0.0,0.0,12.0,10.0
0.0,0.0,12.0,10.0
1.0260604299770058,-2.8190778623577253,11.0,10.0
1.0260604299770058,-2.8190778623577253,11.0,10.0
-3.064177772475912,-2.5711504387461575,11.0,10.0
-3.2139380484326963,-3.83022221559489,12.0,11.0
-1.2855752193730785,-1.532088886237956,12.0,10.0
-7.66044443118978,-6.427876096865393,15.0,11.0
-5.196152422706632,-3.000000000000001,17.0,10.0
-9.84807753012208,1.736481776669303,18.0,9.0
-8.426488874308758,7.070663706551933,18.0,8.0
-0.34729635533386055,1.969615506024416,20.0,7.0
8.660254037844386,-5.000000000000001,20.0,10.0
10.238973536995442,-3.5418890660015805,17.5,11.0
11.817693036146498,-2.0837781320031596,15.0,12.0
10.0,1.8369701987210296e-15,17.0,11.0
-6.123233995736766e-16,5.0,16.0,11.0
-7.347880794884119e-16,6.0,15.0,12.0
7.0,1.2858791391047208e-15,14.0,11.0
2.571150438746157,3.064177772475912,14.0,11.0
1.2855752193730785,1.532088886237956,12.0,11.0
-3.064177772475912,-2.5711504387461575,11.0,10.0
-3.939231012048832,-0.6945927106677217,11.0,10.0
-3.83022221559489,-3.2139380484326967,10.0,8.0
-3.4641016151377544,-2.0000000000000004,10.0,8.0
-2.298133329356934,-1.9283628290596182,10.0,8.0
-7.5175409662872665,-2.7361611466053506,9.0,6.0
-6.928203230275509,-4.000000000000001,10.0,6.0
-1.7320508075688772,-1.0000000000000002,8.0,6.0
-4.596266658713868,-3.8567256581192364,8.0,6.0
-3.8567256581192355,-4.596266658713868,10.0,7.0
-9.396926207859083,-3.4202014332566884,12.0,7.0
-6.928203230275509,-4.000000000000001,14.0,8.0
-11.2763114494309,-4.104241719908026,15.0,8.0
-5.638155724715451,2.0521208599540124,17.0,7.0
-11.817693036146496,2.0837781320031636,18.0,8.0
-3.2139380484326976,3.8302222155948895,17.0,8.0
-6.427876096865395,7.660444431189779,17.0,7.0
-12.802500789158705,2.2574263096700937,18.0,8.0
-10.0,-6.123233995736766e-16,17.0,8.0
-10.0,-6.123233995736766e-16,16.0,8.0
-8.660254037844386,-5.000000000000001,16.0,9.0
-4.698463103929542,-1.7101007166283442,15.0,9.0
-5.196152422706632,-3.000000000000001,15.0,10.0
-5.362311101832846,-4.499513267805775,14.0,9.0
-6.128355544951824,-5.142300877492315,13.0,9.0
-4.596266658713868,-3.8567256581192364,12.0,9.0
-6.928203230275509,-4.000000000000001,12.0,9.0
-6.128355544951824,-5.142300877492315,12.0,9.0
-5.142300877492314,-6.128355544951824,12.0,9.0
0.0,0.0,12.0,9.0
-0.9999999999999999,-1.7320508075688774,12.0,9.0
-1.9999999999999998,-3.464101615137755,12.0,10.0
-1.4999999999999998,-2.598076211353316,11.0,10.0
-0.9999999999999999,-1.7320508075688774,11.0,10.0
-6.06217782649107,-3.500000000000001,12.0,10.0
-7.66044443118978,-6.427876096865393,14.0,10.0
-3.9999999999999996,-6.92820323027551,15.0,10.0
-8.660254037844386,-5.000000000000001,16.0,10.0
-6.20951226049401,-3.184040286651338,16.5,10.0
-3.7587704831436333,-1.3680805733026753,17.0,10.0
-3.464101615137755,1.9999999999999993,17.0,9.0
-3.7587704831436333,-1.3680805733026753,17.0,9.0
-4.92403876506104,-0.8682408883346521,18.0,8.0
-6.0,-3.6739403974420594e-16,18.0,7.0
4.330127018922192,2.500000000000002,16.0,11.0
-1.4999999999999998,-2.598076211353316,15.0,12.0
-0.9999999999999999,-1.7320508075688774,13.0,10.0
-0.9999999999999999,-1.7320508075688774,11.0,9.0
1.9283628290596186,-2.2981333293569333,10.0,9.0
0.5209445330007911,-2.954423259036624,9.0,9.0
0.0,0.0,10.0,9.0
4.0,7.347880794884119e-16,11.0,9.0
0.0,0.0,11.0,9.0
0.0,-2.0,11.0,9.0
-1.9999999999999998,-3.464101615137755,10.0,8.0
-3.4641016151377544,-2.0000000000000004,11.0,9.0
-3.064177772475912,-2.5711504387461575,10.0,9.0
-1.532088886237956,-1.2855752193730787,10.0,9.0
-1.4999999999999998,-2.598076211353316,12.0,10.0
-1.4999999999999998,-2.598076211353316,14.0,10.0
-0.9999999999999999,-1.7320508075688774,16.0,9.0
-2.571150438746157,-3.064177772475912,16.0,10.0
-3.4641016151377544,-2.0000000000000004,17.0,9.0
-3.939231012048832,0.6945927106677212,15.0,10.0
1.9696155060244163,-0.34729635533385994,15.0,11.0
6.928203230275509,-4.000000000000001,13.0,12.0
10.392304845413264,-6.000000000000002,14.0,12.0
10.392304845413264,-6.000000000000002,13.0,11.0
9.797174393178826e-16,-4.0,13.0,11.0
-0.6840402866513374,-1.8793852415718169,12.0,11.0
-0.520944533000791,-2.954423259036624,12.0,11.0
-2.298133329356934,-1.9283628290596182,12.0,11.0
-1.0260604299770062,-2.8190778623577253,11.0,9.0
0.5209445330007911,-2.954423259036624,9.0,8.0
1.9283628290596186,-2.2981333293569333,9.0,9.0
1.9283628290596178,2.298133329356934,7.0,7.0
0.5209445330007911,-2.954423259036624,8.0,7.0
0.0,0.0,9.0,8.0
0.0,-2.0,9.0,8.0
1.9283628290596186,-2.2981333293569333,9.0,9.0
7.347880794884119e-16,-3.0,9.0,8.0
1.5000000000000013,-2.598076211353315,9.0,8.0
2.2981333293569346,-1.9283628290596178,10.0,9.0
1.5320888862379562,-1.2855752193730785,14.0,10.0
1.5320888862379562,-1.2855752193730785,17.0,9.0
4.0,7.347880794884119e-16,17.0,9.0
2.0,3.6739403974420594e-16,19.0,9.0
15.588457268119894,-9.000000000000002,16.0,11.0
8.660254037844384,5.000000000000004,17.0,11.0
9.028590122851734,0.7898992833716578,17.5,11.0
9.396926207859083,-3.4202014332566897,18.0,11.0
10.832885283134289,1.9101299543362336,17.0,10.0
2.5711504387461583,-3.064177772475911,16.0,12.0
4.924038765061041,-0.8682408883346499,15.0,12.0
8.660254037844384,5.000000000000004,14.0,12.0
1.9283628290596178,2.298133329356934,14.0,12.0
1.0260604299770058,-2.8190778623577253,13.0,11.0
-0.8682408883346514,4.92403876506104,13.0,11.0
-1.4999999999999998,-2.598076211353316,12.0,11.0
-0.9999999999999999,-1.7320508075688774,11.0,10.0
-3.4641016151377544,-2.0000000000000004,11.0,10.0
-1.7320508075688772,-1.0000000000000002,11.0,10.0
1.2855752193730792,-1.5320888862379556,11.0,10.0
0.0,0.0,9.0,8.0
-1.7320508075688772,-1.0000000000000002,9.0,9.0
2.0,3.6739403974420594e-16,11.0,10.0
2.0,3.6739403974420594e-16,13.0,12.0
2.5711504387461583,-3.064177772475911,14.0,13.0
-3.7587704831436333,-1.3680805733026753,17.0,10.0
9.848077530122081,-1.7364817766692997,17.0,10.0
9.84807753012208,1.7364817766693033,18.0,12.0
5.142300877492314,6.128355544951824,17.0,10.0
10.832885283134289,-1.9101299543362296,17.0,10.0
10.392304845413264,-6.000000000000002,18.0,11.0
9.526279441628823,-0.4999999999999982,17.5,11.0
8.660254037844384,5.000000000000004,17.0,11.0
7.149204881279917,1.4739395700229951,15.5,11.0
5.63815572471545,-2.052120859954014,14.0,11.0
4.385232230334239,-1.5960940021864554,13.333333333333334,11.0
3.132308735953028,-1.1400671444188966,12.666666666666666,11.0
1.8793852415718166,-0.684040286651338,12.0,11.0
2.2981333293569346,-1.9283628290596178,12.0,11.0
2.5711504387461583,-3.064177772475911,11.0,10.0
1.9283628290596186,-2.2981333293569333,10.5,10.0
1.2855752193730792,-1.5320888862379556,10.0,10.0
4.0,7.347880794884119e-16,11.0,11.0
2.0,3.6739403974420594e-16,11.0,10.0
1.2855752193730792,-1.5320888862379556,10.0,10.0
-3.0,-1.8369701987210297e-16,11.0,10.0
-2.598076211353316,1.4999999999999996,12.0,11.0
-1.9283628290596178,-2.298133329356934,14.0,10.0
-3.6739403974420594e-16,3.0,15.0,9.0
-2.0521208599540133,5.63815572471545,18.0,7.0
-5.785088487178854,-6.894399988070802,19.0,8.0
-3.856725658119237,4.596266658713867,20.0,5.0
-1.9283628290596178,-2.298133329356934,21.0,6.0
0.6945927106677215,-3.939231012048832,20.0,6.0
9.396926207859085,3.4202014332566852,20.0,10.0
12.990381056766577,7.500000000000007,19.0,10.0
11.817693036146498,-2.0837781320031596,18.0,11.0
10.0,1.8369701987210296e-15,16.0,11.0
4.924038765061041,-0.8682408883346499,15.0,11.0
0.0,0.0,13.0,10.0
3.0,5.51091059616309e-16,13.0,10.0
2.0,3.6739403974420594e-16,13.0,11.0
-1.9283628290596178,-2.298133329356934,13.0,9.0
-1.9999999999999998,-3.464101615137755,11.0,8.0
-3.064177772475912,-2.5711504387461575,9.0,8.0
-1.9283628290596178,-2.298133329356934,9.0,8.0
-2.571150438746157,-3.064177772475912,9.0,8.0
-1.4999999999999998,-2.598076211353316,9.0,8.0
-1.2855752193730785,-1.532088886237956,6.0,5.0
2.598076211353316,-1.5000000000000004,6.0,5.0
1.7320508075688772,-1.0000000000000002,6.0,5.0
1.7320508075688772,-1.0000000000000002,12.0,9.0
-6.128355544951824,-5.142300877492315,17.0,8.0
-9.396926207859083,-3.4202014332566884,18.0,8.0
-10.392304845413264,5.999999999999998,19.0,7.0
-4.999999999999999,8.660254037844387,19.0,7.0
-5.142300877492316,6.128355544951823,20.0,6.0
1.5000000000000004,2.598076211353316,20.0,9.0
11.276311449430901,4.104241719908023,21.0,11.0
7.878462024097664,1.3891854213354426,20.0,10.0
9.84807753012208,1.7364817766693033,19.0,10.0
11.817693036146496,2.083778132003164,17.0,11.0
3.4641016151377544,-2.0000000000000004,16.0,10.0
2.598076211353316,-1.5000000000000004,15.0,10.5
1.7320508075688772,-1.0000000000000002,14.0,11.0
1.7320508075688772,-1.0000000000000002,12.0,10.0
1.7320508075688772,-1.0000000000000002,12.0,10.5
1.7320508075688772,-1.0000000000000002,12.0,11.0
1.7320508075688772,-1.0000000000000002,13.0,11.0
1.7320508075688772,-1.0000000000000002,12.5,10.75
1.7320508075688772,-1.0000000000000002,12.0,10.5
1.7320508075688772,-1.0000000000000002,11.5,10.25
1.7320508075688772,-1.0000000000000002,11.0,10.0
1.7320508075688772,-1.0000000000000002,11.0,10.0
-1.0260604299770062,-2.8190778623577253,11.0,10.0
-2.571150438746157,-3.064177772475912,12.0,10.0
-6.928203230275509,-4.000000000000001,16.0,10.0
-8.660254037844387,4.999999999999998,19.0,6.0
-4.330127018922193,-2.500000000000001,20.0,7.0
2.4492935982947065e-15,-10.0,21.0,8.0
5.908846518073248,1.041889066001582,19.0,10.0
13.155696691002717,-4.788282006559366,19.0,10.0
-4.898587196589413e-16,4.0,15.0,12.0
5.19615242270663,3.0000000000000027,15.0,12.0
1.5320888862379562,-1.2855752193730785,14.0,12.0
1.5320888862379562,-1.2855752193730785,14.0,12.0
3.213938048432698,-3.830222215594889,12.0,10.0
-2.819077862357725,-1.0260604299770064,13.0,10.0
-0.8682408883346516,-4.92403876506104,12.0,11.0
1.0260604299770058,-2.8190778623577253,12.0,10.0
0.8550503583141715,-2.3492315519647713,11.5,10.0
0.6840402866513372,-1.8793852415718169,11.0,10.0
0.6024924098260642,-2.4169042503042206,9.0,8.5
0.5209445330007911,-2.954423259036624,7.0,7.0
0.3472963553338608,-1.969615506024416,8.0,8.0
0.3472963553338608,-1.969615506024416,8.0,8.0
0.3472963553338608,-1.969615506024416,8.0,8.0
0.5209445330007911,-2.954423259036624,8.0,8.0
0.3472963553338608,-1.969615506024416,8.0,7.0
0.3472963553338608,-1.969615506024416,11.5,8.0
0.3472963553338608,-1.969615506024416,15.0,9.0
-5.638155724715451,2.0521208599540124,17.0,7.0
-3.856725658119237,4.596266658713867,18.0,6.0
-3.856725658119237,4.596266658713867,19.0,5.0
-2.736161146605351,7.5175409662872665,19.0,7.0
6.062177826491069,3.500000000000003,19.0,10.0
13.787308542170912,2.4310744873370247,20.0,10.0
6.427876096865396,-7.660444431189778,18.0,10.0
11.817693036146496,2.083778132003164,17.0,10.0
6.5778483455013586,-2.394141003279683,16.0,11.0
6.5778483455013586,-2.394141003279683,16.0,11.0
1.8793852415718166,-0.684040286651338,13.0,11.0
3.7587704831436333,-1.368080573302676,13.0,11.0
-1.0260604299770062,-2.8190778623577253,13.0,11.0
0.0,0.0,12.0,10.0
-1.3680805733026749,-3.7587704831436337,11.0,10.0
-0.6840402866513374,-1.8793852415718169,11.0,9.0
-1.3680805733026749,-3.7587704831436337,10.0,8.0
-5.196152422706632,-3.000000000000001,9.0,8.0
-1.7320508075688772,-1.0000000000000002,8.0,7.0
-1.9999999999999998,-3.464101615137755,8.0,7.0
-3.2139380484326963,-3.83022221559489,7.0,6.0
-1.9283628290596178,-2.298133329356934,8.0,7.0
-3.064177772475912,-2.5711504387461575,12.0,9.0
-7.878462024097664,1.3891854213354424,16.0,8.0
-1.7101007166283444,4.698463103929542,16.0,7.0
-3.856725658119237,4.596266658713867,16.0,7.0
-4.882786088096243,1.7771887963561426,17.5,7.0
-5.908846518073248,-1.0418890660015825,19.0,7.0
-5.999999999999999,10.392304845413264,19.0,7.0
-1.4695761589768238e-15,12.0,20.0,6.0
-4.1042417199080266,11.2763114494309,20.0,6.0
-4.446261863233696,12.216004070216808,18.0,6.0
-3.420201433256689,9.396926207859083,16.0,7.0
-5.142300877492316,6.128355544951823,14.0,6.0
-1.285575219373079,1.5320888862379558,13.0,7.0
-2.571150438746157,-3.064177772475912,10.0,7.0
-1.9283628290596178,-2.298133329356934,10.0,6.5
-1.2855752193730785,-1.532088886237956,10.0,6.0
-1.2855752193730785,-1.532088886237956,9.0,6.0
-1.2855752193730785,-1.532088886237956,9.0,7.0
1.0260604299770058,-2.8190778623577253,6.0,5.0
0.6840402866513372,-1.8793852415718169,6.0,6.0
0.6840402866513372,-1.8793852415718169,5.0,5.0
0.6840402866513372,-1.8793852415718169,5.0,5.0
0.6840402866513372,-1.8793852415718169,5.0,5.0
0.6840402866513372,-1.8793852415718169,7.0,6.0
-6.06217782649107,-3.500000000000001,14.0,8.0
-1.7320508075688772,-1.0000000000000002,15.0,8.0
-1.7320508075688772,-1.0000000000000002,16.0,8.0
-7.517540966287267,2.7361611466053497,18.0,8.0
-6.999999999999999,12.124355652982143,20.0,8.0
-5.130302149885033,14.095389311788624,21.0,8.0
-4.446261863233696,12.216004070216808,21.0,8.0
-3.420201433256689,9.396926207859083,20.0,7.0
9.192533317427735,7.713451316238474,18.0,11.0
2.5000000000000004,4.330127018922193,18.0,12.0
10.0,1.8369701987210296e-15,17.0,12.0
8.0,1.4695761589768238e-15,15.0,12.0
-1.9283628290596178,-2.298133329356934,14.0,12.0
0.6945927106677215,-3.939231012048832,13.0,12.0
-1.4999999999999998,-2.598076211353316,12.0,11.0
-0.520944533000791,-2.954423259036624,12.0,11.0
-6.06217782649107,-3.500000000000001,12.0,10.0
-3.8567256581192355,-4.596266658713868,12.0,10.0
-0.520944533000791,-2.954423259036624,13.0,10.0
-2.571150438746157,-3.064177772475912,11.0,10.0
-3.83022221559489,-3.2139380484326967,10.0,6.0
-3.83022221559489,-3.2139380484326967,12.0,10.0
-3.939231012048832,-0.6945927106677217,12.0,9.0
-3.4641016151377544,-2.0000000000000004,12.0,10.0
-8.457233587073175,-3.0781812899310195,15.0,10.0
-6.128355544951824,-5.142300877492315,15.0,10.0
-5.63815572471545,-2.052120859954013,15.0,10.0
-8.457233587073175,-3.0781812899310195,16.0,11.0
-9.396926207859085,3.420201433256687,17.0,10.0
-6.894399988070802,-5.785088487178855,17.0,9.0
-7.878462024097664,1.3891854213354424,18.0,9.0
-9.84807753012208,-1.7364817766693041,17.0,9.0
-3.4641016151377544,-2.0000000000000004,18.0,9.0
-6.128355544951824,-5.142300877492315,17.0,8.0
-1.532088886237956,-1.2855752193730787,16.0,8.0
-1.532088886237956,-1.2855752193730787,14.0,8.0
-3.064177772475912,-2.5711504387461575,13.0,9.0
7.347880794884119e-16,-3.0,13.0,9.0
-5.142300877492314,-6.128355544951824,14.0,9.0
-1.2855752193730785,-1.532088886237956,12.0,10.0
-4.330127018922193,-2.5000000000000004,12.0,10.0
-2.571150438746157,-3.064177772475912,12.0,10.0
4.92403876506104,0.8682408883346516,12.0,10.0
-3.83022221559489,-3.2139380484326967,12.0,10.0
-2.9999999999999996,-5.196152422706632,12.5,9.5
-3.83022221559489,-3.2139380484326967,13.0,9.0
-3.064177772475912,-2.5711504387461575,12.0,10.0
-4.330127018922193,-2.5000000000000004,13.0,10.0
-5.908846518073248,-1.0418890660015825,14.0,9.0
-6.92820323027551,3.9999999999999987,15.0,8.0
-6.92820323027551,3.9999999999999987,16.0,8.0
-8.457233587073176,3.0781812899310186,18.0,8.0
-6.893654271085456,-1.2155372436685128,17.0,8.0
-6.062177826491071,3.4999999999999987,17.0,9.0
-3.939231012048832,0.6945927106677212,17.0,9.0
-1.9101299543362331,10.832885283134289,17.0,9.0
-5.196152422706632,2.999999999999999,17.0,9.0
-4.499513267805776,5.362311101832845,16.0,10.0
-5.638155724715451,2.0521208599540124,16.0,10.0
-6.427876096865395,7.660444431189779,14.0,10.0
-9.396926207859083,-3.4202014332566884,13.0,9.0
-13.787308542170912,2.4310744873370242,14.0,10.0
-12.21600407021681,4.446261863233693,14.0,10.0
-9.84807753012208,1.736481776669303,13.0,9.0
-4.499513267805774,-5.362311101832846,12.0,10.0
-3.83022221559489,-3.2139380484326967,12.0,10.0
-3.064177772475912,-2.5711504387461575,11.0,10.0
-0.6945927106677213,-3.939231012048832,11.0,11.0
-3.83022221559489,-3.2139380484326967,11.0,10.0
-7.66044443118978,-6.427876096865393,11.0,10.0
-2.4999999999999996,-4.330127018922194,11.0,10.0
-6.128355544951824,-5.142300877492315,12.0,9.0
-7.5175409662872665,-2.7361611466053506,13.0,10.0
-7.5175409662872665,-2.7361611466053506,15.0,9.0
-7.66044443118978,-6.427876096865393,15.0,10.0
-8.999026535611552,10.72462220366569,18.0,8.0
-10.392304845413264,5.999999999999998,18.0,7.0
-10.724622203665692,8.99902653561155,18.0,8.0
-8.0,-4.898587196589413e-16,19.0,8.0
-8.660254037844387,4.999999999999998,19.0,8.0
-1.3891854213354422,7.878462024097664,19.0,7.0
-4.499513267805776,5.362311101832845,18.0,8.0
-5.638155724715451,2.0521208599540124,15.0,9.0
-1.8793852415718169,0.6840402866513374,15.0,9.0
-4.0,-2.4492935982947064e-16,15.0,9.0
-5.638155724715451,2.0521208599540124,15.0,9.0
-6.06217782649107,-3.500000000000001,13.0,9.0
-4.596266658713868,3.8567256581192364,13.0,9.0
-6.06217782649107,-3.500000000000001,13.0,8.0
-1.7320508075688772,-1.0000000000000002,13.0,7.0
-3.064177772475912,-2.5711504387461575,11.0,8.0
-4.596266658713868,-3.8567256581192364,12.0,8.0
-5.196152422706632,-3.000000000000001,12.0,8.0
-7.5175409662872665,-2.7361611466053506,12.0,7.0
-6.06217782649107,-3.500000000000001,12.0,7.0
-6.5778483455013586,-2.3941410032796817,12.0,8.0
-9.396926207859085,3.420201433256687,15.0,8.0
-12.124355652982143,6.999999999999997,16.0,8.0
-10.724622203665692,8.99902653561155,16.0,8.0
-5.908846518073248,1.0418890660015818,17.0,8.0
-7.517540966287267,2.7361611466053497,17.0,9.0
-7.878462024097664,1.3891854213354424,16.0,8.0
-12.124355652982143,6.999999999999997,17.0,8.0
-5.638155724715451,2.0521208599540124,17.0,8.0
-13.022755533022627,10.92738936467117,18.0,8.0
-13.155696691002717,-4.788282006559363,16.0,9.0
-11.258330249197703,6.499999999999998,15.0,9.0
-7.66044443118978,6.427876096865393,15.0,9.0
-6.128355544951824,-5.142300877492315,14.0,9.0
-5.638155724715451,2.0521208599540124,13.0,9.0
-5.196152422706632,-3.000000000000001,13.0,9.0
-1.7320508075688772,-1.0000000000000002,13.0,9.0
-3.8567256581192355,-4.596266658713868,12.0,9.0
-3.8567256581192355,-4.596266658713868,12.0,9.0
-3.8567256581192355,-4.596266658713868,12.0,9.0
-3.8567256581192355,-4.596266658713868,12.0,9.0
-1.3680805733026749,-3.7587704831436337,12.0,9.0
-0.9999999999999999,-1.7320508075688774,12.0,9.0
-0.520944533000791,-2.954423259036624,12.0,9.0
-5.362311101832846,-4.499513267805775,12.0,9.0
-6.928203230275509,-4.000000000000001,14.0,9.0
-9.84807753012208,-1.7364817766693041,15.0,8.0
-8.0,-4.898587196589413e-16,16.0,6.0
-8.999999999999998,15.588457268119896,18.0,10.0
-15.756924048195328,2.778370842670885,18.0,8.0
-3.9999999999999996,6.92820323027551,18.0,8.0
-10.392304845413264,5.999999999999998,19.0,6.0
-9.192533317427737,7.713451316238473,17.0,7.0
-8.660254037844387,4.999999999999998,17.0,9.0
-6.427876096865395,7.660444431189779,17.0,8.0
-7.517540966287267,2.7361611466053497,16.0,9.0
-5.908846518073248,-1.0418890660015825,16.0,9.0
-5.638155724715451,2.0521208599540124,15.0,8.0
-4.596266658713868,3.8567256581192364,14.0,8.0
-4.698463103929543,1.7101007166283435,14.0,8.0
-4.698463103929543,-4.440892098500626e-16,13.0,8.0
-4.698463103929542,-1.7101007166283442,12.0,8.0
-2.8190778623577253,1.0260604299770062,12.0,8.0
-4.499513267805774,-5.362311101832846,11.0,8.0
-4.596266658713868,-3.8567256581192364,10.0,7.0
-5.908846518073248,1.0418890660015818,10.0,8.0
-3.4641016151377544,-2.0000000000000004,10.0,7.0
-1.3680805733026749,-3.7587704831436337,9.0,6.0
-0.6945927106677213,-3.939231012048832,10.0,7.0
-5.908846518073248,1.0418890660015818,14.0,9.0
-9.84807753012208,1.736481776669303,16.0,8.0
-11.817693036146496,-2.083778132003165,17.0,8.0
-7.878462024097664,1.3891854213354424,18.0,7.0
-6.427876096865395,7.660444431189779,19.0,8.0
-7.66044443118978,6.427876096865393,19.0,7.0
-7.517540966287267,2.7361611466053497,19.0,7.0
-4.788282006559364,13.155696691002717,20.0,7.0
-5.130302149885033,14.095389311788624,19.0,7.0
-4.999999999999999,8.660254037844387,18.0,7.0
-5.196152422706632,2.999999999999999,17.0,8.0
-2.0521208599540124,-5.638155724715451,15.0,9.0
1.710100716628343,-4.698463103929543,15.0,9.0
-3.2139380484326963,-3.83022221559489,13.0,9.0
-1.3680805733026749,-3.7587704831436337,12.0,9.0
-0.6840402866513374,-1.8793852415718169,12.0,9.0
-0.6840402866513374,-1.8793852415718169,12.0,9.0
-0.6840402866513374,-1.8793852415718169,11.0,9.0
-0.6840402866513374,-1.8793852415718169,11.0,8.0
-2.571150438746157,-3.064177772475912,10.0,8.0
-1.2855752193730785,-1.532088886237956,9.0,8.0
-1.2855752193730785,-1.532088886237956,7.0,7.0
-3.8567256581192355,-4.596266658713868,7.0,7.0
-2.298133329356934,-1.9283628290596182,10.0,9.0
-3.2139380484326963,-3.83022221559489,13.0,10.0
-1.2855752193730785,-1.532088886237956,14.0,9.0
-1.041889066001582,-5.908846518073248,15.0,9.0
1.0418890660015823,-5.908846518073248,16.0,9.0
4.698463103929542,-1.7101007166283448,18.0,8.0
12.0,2.204364238465236e-15,18.0,10.0
5.785088487178854,6.894399988070802,16.0,10.0
3.500000000000001,6.06217782649107,15.0,11.0
1.0000000000000002,1.7320508075688772,14.0,12.0
-0.9999999999999999,-1.7320508075688774,13.0,12.0
-0.9999999999999999,-1.7320508075688774,12.0,11.0
-1.7101007166283435,-4.698463103929543,12.0,11.0
0.6945927106677215,-3.939231012048832,11.0,10.0
2.0000000000000018,-3.4641016151377535,11.0,10.0
-1.9999999999999998,-3.464101615137755,10.0,9.0
9.797174393178826e-16,-4.0,11.0,10.0
4.898587196589413e-16,-2.0,10.0,9.0
2.5711504387461583,-3.064177772475911,9.0,8.0
1.2855752193730792,-1.5320888862379556,8.0,8.0
1.2855752193730792,-1.5320888862379556,9.0,8.0
1.2855752193730792,-1.5320888862379556,19.0,8.0
-1.9999999999999998,-3.464101615137755,9.0,8.0
-1.9999999999999998,-3.464101615137755,9.0,9.0
0.6945927106677215,-3.939231012048832,9.0,9.0
-3.064177772475912,-2.5711504387461575,10.0,9.0
-1.532088886237956,-1.2855752193730787,14.0,11.0
2.0000000000000018,-3.4641016151377535,16.0,10.0
-3.7587704831436333,-1.3680805733026753,16.0,10.0
8.0,1.4695761589768238e-15,17.0,11.0
11.817693036146498,-2.0837781320031596,16.0,11.0
12.802500789158707,-2.2574263096700897,17.0,11.0
14.772116295183121,-2.6047226650039494,17.0,12.0
11.0,2.0206672185931327e-15,17.0,11.0
7.660444431189779,6.427876096865395,15.0,12.0
2.5000000000000004,4.330127018922193,15.0,12.0
1.0000000000000002,1.7320508075688772,14.0,11.0
3.4641016151377535,2.0000000000000018,15.0,10.0
1.7320508075688767,1.0000000000000009,13.0,11.0
0.0,0.0,13.0,11.0
-0.9641814145298089,-1.149066664678467,13.0,11.0
-1.9283628290596178,-2.298133329356934,13.0,11.0
-1.0260604299770062,-2.8190778623577253,13.0,12.0
1.9283628290596186,-2.2981333293569333,12.0,12.0
-1.4999999999999998,-2.598076211353316,12.0,12.0
-1.9283628290596178,-2.298133329356934,12.0,12.0
-1.2855752193730785,-1.532088886237956,12.0,11.0
1.0260604299770058,-2.8190778623577253,12.0,11.0
-1.9283628290596178,-2.298133329356934,12.0,11.0
-1.0260604299770062,-2.8190778623577253,12.0,12.0
-3.8567256581192355,-4.596266658713868,14.0,12.0
2.0000000000000018,-3.4641016151377535,15.0,10.0
2.0000000000000018,-3.4641016151377535,16.0,11.0
-3.064177772475912,-2.5711504387461575,17.0,10.0
9.641814145298094,-11.490666646784668,15.0,12.0
7.070663706551936,-8.426488874308756,13.0,12.0
1.5320888862379562,-1.2855752193730785,13.0,12.0
2.0521208599540115,-5.638155724715451,14.0,11.0
1.0418890660015823,-5.908846518073248,13.0,11.0
4.499513267805777,-5.362311101832844,13.0,12.0
3.4641016151377544,-2.0000000000000004,13.0,11.0
2.819077862357725,-1.026060429977007,13.0,12.0
2.349231551964771,-0.8550503583141725,12.5,11.5
1.8793852415718166,-0.684040286651338,12.0,11.0
1.8793852415718166,-0.684040286651338,12.0,11.0
1.8793852415718166,-0.684040286651338,12.0,11.0
1.8793852415718166,-0.684040286651338,12.0,11.0
1.8793852415718166,-0.684040286651338,12.0,12.0
2.9544232590366244,-0.5209445330007899,12.0,11.0
1.9696155060244163,-0.34729635533385994,11.0,10.0
0.0,-2.0,11.0,10.0
0.0,-2.0,11.0,10.0
7.347880794884119e-16,-3.0,11.0,10.0
4.898587196589413e-16,-2.0,12.0,11.0
1.5000000000000013,-2.598076211353315,13.0,11.0
0.3472963553338608,-1.969615506024416,15.0,11.0
