FECHA_HORA,DIR_SIN_SCALED,DIR_COS_SCALED,INTENSIDAD_KT_SCALED,DIRECCION_GRADOS,INTENSIDAD_KT,Cizalladura,Causa
2026-05-19 22:00:00,-0.498518,-0.650349,0.008057,230.5,5.4,,--
2026-05-19 23:00:00,-0.922918,-0.267686,0.191171,278.2,6.01,True,dir d47.7deg
2026-05-20 00:00:00,-1.069678,-0.125317,0.355214,285.2,6.56,False,ninguna
2026-05-20 01:00:00,-1.159755,-0.107748,0.261347,284.7,6.25,False,ninguna
2026-05-20 02:00:00,-1.1586,-0.095191,0.05435,285.4,5.56,False,ninguna
2026-05-20 03:00:00,-1.069715,-0.081871,0.114102,287.6,5.76,False,ninguna
