iter	Passed	Remaining
378	1482975	6342752
379	1487421	6341112
380	1491606	6338347
381	1495654	6334996
382	1500849	6336483
383	1504554	6331668
384	1508871	6329423
385	1512973	6326268
386	1517622	6325388
387	1521735	6322263
388	1525814	6318989
389	1530683	6318977
390	1534981	6316588
391	1538906	6312655
392	1543043	6309593
393	1547295	6306997
394	1551259	6303219
395	1554924	6298229
396	1559262	6295962
397	1563674	6293984
398	1568261	6292699
399	1573194	6292777
400	1577446	6290116
401	1580851	6284079
402	1584396	6278614
403	1587695	6272181
404	1591169	6266457
405	1594024	6258311
406	1597144	6251232
407	1600526	6245192
408	1603875	6239036
409	1607312	6233237
410	1611491	6230316
411	1614644	6223436
412	1617534	6215563
413	1620651	6208583
414	1624013	6202556
415	1626825	6194451
416	1629653	6186432
417	1632626	6178982
418	1635763	6172176
419	1638785	6164953
420	1641879	6158022
421	1644729	6150195
422	1648211	6144750
423	1651833	6139835
424	1654377	6130928
425	1657540	6124338
426	1660837	6118261
427	1664114	6112121
428	1666841	6103982
429	1669928	6097181
430	1673320	6091508
431	1676519	6085143
432	1680197	6080530
433	1683280	6073771
434	1686498	6067517
435	1689341	6059930
436	1692110	6052104
437	1694837	6044146
438	1698116	6038177
439	1701028	6030919
440	1704114	6024296
441	1706753	6016113
442	1709891	6009709
443	1712844	6002672
444	1715872	5995913
445	1718993	5989496
446	1722142	5983194
447	1725149	5976411
448	1728780	5971801
449	1732391	5967126
450	1736411	5963862
451	1739622	5957821
452	1742656	5951191
453	1745404	5943600
454	1748678	5937820
455	1751653	5931038
456	1754952	5925364
457	1758935	5922004
458	1762548	5917400
459	1765482	5910528
460	1768902	5905293
461	1773066	5902545
462	1777424	5900435
463	1781229	5896485
464	1785217	5893137
465	1787845	5885310
466	1790646	5878076
467	1793335	5870490
468	1796465	5864368
469	1798930	5856091
470	1801710	5848863
471	1804728	5842427
472	1807669	5835753
473	1811115	5830721
474	1814168	5824435
475	1816908	5817161
476	1820007	5811052
477	1822618	5803399
478	1825582	5796891
479	1828417	5789988
480	1830917	5782045
481	1833825	5775408
482	1836834	5769105
483	1839725	5762445
484	1842463	5755325
485	1845148	5748055
486	1848122	5741702
487	1851087	5735336
488	1854132	5729230
489	1857080	5722838
490	1860029	5716465
491	1863029	5710261
492	1866137	5704400
493	1869228	5698497
494	1871964	5691528
495	1875277	5686325
496	1878333	5680351
497	1881947	5676074
498	1884466	5668505
499	1887696	5663089
500	1890206	5655528
501	1892948	5648678
502	1895878	5642406
503	1899064	5636906
504	1902150	5631117
505	1905108	5624963
506	1907654	5617609
507	1910741	5611863
508	1913450	5605019
509	1916014	5597766
510	1918593	5590578
511	1921047	5583042
512	1924113	5577303
513	1926985	5571013
514	1929665	5564182
515	1932311	5557266
516	1935090	5550751
517	1938355	5545642
518	1941248	5539477
519	1944165	5533395
520	1947110	5527401
521	1950064	5521448
522	1953009	5515479
523	1956032	5509741
524	1959073	5504064
525	1962399	5499196
526	1965125	5492656
527	1968197	5487096
528	1971163	5481250
529	1974109	5475361
530	1976905	5469067
531	1979562	5462401
532	1983026	5457973
533	1985788	5451622
534	1988503	5445155
535	1991362	5439093
536	1994527	5433879
537	1997260	5427500
538	1999717	5420385
539	2002641	5414548
540	2005538	5408652
541	2008504	5402949
542	2011527	5397413
543	2014455	5391631
544	2017275	5385571
545	2020060	5379428
546	2022980	5373656
547	2026025	5368228
548	2028991	5362597
549	2031654	5356181
550	2034291	5349707
551	2037099	5343695
552	2040087	5338167
553	2043005	5332464
554	2046048	5327099
555	2048932	5321328
556	2051627	5315077
557	2054728	5309890
558	2057462	5303761
559	2059908	5296906
560	2062601	5290702
561	2065220	5284319
562	2068340	5279227
563	2071097	5273219
564	2073616	5266618
565	2076337	5260544
566	2078808	5253850
567	2081557	5247870
568	2084153	5241518
569	2087013	5235840
570	2089713	5229772
571	2092832	5224764
572	2095518	5218682
573	2098300	5212850
574	2100821	5206384
575	2103721	5200866
576	2106804	5195809
577	2109866	5190710
578	2112526	5184628
579	2115413	5179116
580	2118370	5173783
581	2121398	5168629
582	2124416	5163462
583	2127405	5158229
584	2130306	5152792
585	2133244	5147452
586	2135941	5141543
587	2138562	5135458
588	2141723	5130682
589	2144930	5126019
590	2147707	5120337
591	2150594	5114926
592	2153096	5108611
593	2155695	5102538
594	2158771	5097604
595	2161537	5091943
596	2164672	5087162
597	2167695	5082122
598	2170314	5076144
599	2173033	5070411
600	2176017	5065306
601	2178736	5059591
602	2181417	5053798
603	2184521	5048993
604	2187491	5043884
605	2190472	5038809
606	2193182	5033119
607	2196023	5027737
608	2199011	5022701
609	2201707	5017004
610	2204662	5011908
611	2208142	5008008
612	2211449	5003720
613	2214118	4997994
614	2216848	4992414
615	2219597	4986888
616	2222501	4981717
617	2225648	4977097
618	2229113	4973192
619	2232936	4970083
620	2236322	4966003
621	2239664	4961829
622	2243057	4957769
623	2246969	4954856
624	2250637	4951402
625	2254418	4948195
626	2257811	4944137
627	2261520	4940773
628	2264725	4936309
629	2268153	4932333
630	2271339	4927834
631	2274792	4923918
632	2278528	4920613
633	2282898	4918675
634	2286344	4914740
635	2290002	4911262
636	2293192	4906784
637	2296745	4903083
638	2300228	4899233
639	2303774	4895521
640	2306859	4890829
641	2310640	4887617
642	2313789	4883067
643	2316693	4878006
644	2320319	4874470
645	2323810	4870648
646	2327152	4866517
647	2330502	4862407
648	2333918	4858434
649	2337478	4854762
650	2340440	4849851
651	2343584	4845324
652	2346632	4840604
653	2349982	4836507
654	2353430	4832616
655	2357046	4829071
656	2360347	4824881
657	2363732	4820865
658	2367084	4816784
659	2370610	4813056
660	2373998	4809053
661	2377473	4805225
662	2380746	4800991
663	2383696	4796111
664	2387314	4792578
665	2390296	4787771
666	2393795	4784002
667	2397431	4780506
668	2401028	4776933
669	2404349	4772812
670	2407642	4768639
671	2410930	4764456
672	2414637	4761105
673	2418223	4757513
674	2421697	4753702
675	2424752	4749071
676	2427994	4744810
677	2430803	4739708
678	2434286	4735923
679	2437250	4731134
680	2440618	4727130
681	2443636	4722452
682	2447120	4718679
683	2450218	4714162
684	2453027	4709096
685	2456243	4704816
686	2459398	4700422
687	2462471	4695876
688	2465773	4691769
689	2468886	4687306
690	2471836	4682539
691	2474854	4677904
692	2478268	4674021
693	2481930	4670607
694	2485237	4666525
695	2488323	4662032
696	2491889	4658438
697	2494858	4653733
698	2497970	4649298
699	2501020	4644753
700	2504502	4641010
701	2508169	4637612
702	2511321	4633263
703	2514646	4629236
704	2517810	4624913
705	2521028	4620695
706	2524492	4616928
707	2528185	4613580
708	2531275	4609135
709	2534636	4605183
710	2538663	4602443
711	2542072	4598580
712	2545511	4594772
713	2549086	4591212
714	2554367	4590715
715	2560750	4592183
716	2564997	4589807
717	2570375	4589444
718	2575246	4588165
719	2580004	4586675
720	2585268	4586072
721	2589874	4584293
722	2594084	4581806
723	2598918	4580414
724	2604692	4580666
725	2609935	4579969
726	2614593	4578235
727	2618690	4575513
728	2623137	4573398
729	2627749	4571564
730	2632651	4570225
731	2637350	4568525
732	2641338	4565587
733	2645460	4562878
734	2650455	4561669
735	2654991	4559659
736	2658952	4556657
737	2662904	4553638
738	2666528	4550056
739	2670515	4547093
740	2674960	4544906
741	2678714	4541539
742	2682811	4538754
743	2687121	4536324
744	2691151	4533415
745	2695929	4531763
746	2701438	4531329
747	2707671	4532091
748	2713447	4532072
749	2718662	4531104
750	2722474	4527790
751	2726092	4524154
752	2730771	4522273
753	2734385	4518626
754	2738161	4515246
755	2742498	4512788
756	2747057	4510690
757	2751022	4507612
758	2755407	4505217
759	2759610	4502521
760	2763272	4498942
761	2767377	4496079
762	2770828	4492156
763	2774545	4488662
764	2777978	4484709
765	2781923	4481584
766	2785538	4477926
767	2789218	4474371
768	2793331	4471510
769	2797092	4468082
770	2801115	4465072
771	2804758	4461455
772	2808584	4458127
773	2812575	4455061
774	2816200	4451414
775	2819746	4447641
776	2823108	4443580
777	2827236	4440722
778	2830905	4437145
779	2834361	4433232
780	2837835	4429348
781	2841039	4425045
782	2844412	4421009
783	2847700	4416841
784	2851153	4412931
785	2854720	4409199
786	2858084	4405153
787	2861583	4401318
788	2864941	4397267
789	2868370	4393327
790	2872355	4390236
791	2876141	4386841
792	2880729	4384666
793	2884400	4381092
794	2888032	4377458
795	2891512	4373593
796	2894700	4369291
797	2897854	4364938
798	2901476	4361293
799	2905449	4358173
800	2909312	4354888
801	2912851	4351117
802	2916912	4348124
803	2920260	4344068
804	2923749	4340224
805	2927721	4337095
806	2931478	4333648
807	2934711	4329425
808	2938128	4325476
809	2941986	4322178
810	2945632	4318566
811	2949591	4315412
812	2953172	4311704
813	2956645	4307840
814	2960560	4304618
815	2964070	4300808
816	2967324	4296628
817	2970641	4292540
818	2974910	4289827
819	2978794	4286558
820	2982241	4282658
821	2985696	4278771
822	2988981	4274643
823	2992550	4270922
824	2995928	4266928
825	2998811	4262233
826	3002288	4258384
827	3005832	4254632
828	3009582	4251171
829	3012811	4246975
830	3016035	4242774
831	3019245	4238555
832	3022760	4234767
833	3026307	4231025
834	3029808	4227217
835	3033102	4223122
836	3036521	4219205
837	3039951	4215302
838	3043620	4211731
839	3047114	4207919
840	3050741	4204291
841	3054159	4200376
842	3057728	4196669
843	3061244	4192889
844	3064945	4189363
845	3068547	4185701
846	3072169	4182067
847	3075356	4177843
848	3078409	4173438
849	3081904	4169635
850	3085533	4166014
851	3089073	4162272
852	3092226	4158011
853	3096036	4154635
854	3099445	4150718
855	3102956	4146941
856	3106635	4143389
857	3110334	4139862
858	3113890	4136145
859	3117646	4132694
860	3121183	4128952
861	3124658	4125128
862	3128548	4121853
863	3132176	4118231
864	3135900	4114736
865	3139452	4111015
866	3143519	4107967
867	3147330	4104583
868	3151220	4101300
869	3154833	4097657
870	3158873	4094567
871	3163031	4091627
872	3167632	4089257
873	3172061	4086661
874	3176297	4083811
875	3180237	4080578
876	3184506	4077765
877	3188914	4075127
878	3193281	4072433
879	3197262	4069243
880	3201104	4065874
881	3205416	4063101
882	3209806	4060423
883	3215079	4058855
884	3219219	4055852
885	3223227	4052680
886	3227871	4050306
887	3231970	4047242
888	3236439	4044639
889	3240500	4041522
890	3244568	4038413
891	3248906	4035636
892	3253346	4032984
893	3257115	4029496
894	3260983	4026129
895	3265246	4023250
896	3269626	4020511
897	3273826	4017546
898	3278569	4015244
899	3282427	4011856
900	3287461	4009900
901	3291703	4006974
902	3296438	4004643
903	3300453	4001434
904	3304577	3998356
905	3309148	3995815
906	3313720	3993270
907	3318017	3990391
908	3321831	3986928
909	3325886	3983753
910	3330295	3981001
911	3334751	3978300
912	3338727	3975024
913	3342604	3971627
914	3347087	3968951
915	3351928	3966692
916	3355875	3963372
917	3360401	3960735
918	3364577	3957680
919	3368651	3954503
920	3373289	3951986
921	3377568	3949044
922	3381640	3945857
923	3385566	3942499
924	3390036	3939772
925	3394726	3937296
926	3399214	3934581
927	3403686	3931844
928	3408007	3928930
929	3412651	3926383
930	3416837	3923307
931	3421207	3920439
932	3425673	3917678
933	3429837	3914568
934	3433651	3911057
935	3438224	3908409
936	3442173	3905048
937	3446695	3902335
938	3450990	3899361
939	3455475	3896599
940	3459919	3893788
941	3464186	3890774
942	3468176	3887447
943	3472129	3884076
944	3476383	3881041
945	3482373	3879937
946	3487043	3877356
947	3492014	3875104
948	3496451	3872255
949	3500836	3869345
950	3504771	3865935
951	3509758	3863683
952	3513845	3860436
953	3517965	3857223
954	3522207	3854143
955	3527476	3852181
956	3531974	3849372
957	3536038	3846087
958	3540426	3843153
959	3544777	3840175
960	3549333	3837416
961	3553454	3834184
962	3557751	3831140
963	3561735	3827757
964	3565545	3824186
965	3569673	3820955
966	3573514	3817415
967	3577703	3814246
968	3581454	3810608
969	3585511	3807296
970	3589494	3803903
971	3593385	3800412
972	3597125	3796760
973	3601659	3793945
974	3605493	3790391
975	3609919	3787456
976	3614806	3785001
977	3618830	3781641
978	3623016	3778447
979	3627327	3775381
980	3631494	3772163
981	3635639	3768922
982	3640784	3766712
983	3645139	3763680
984	3649554	3760708
985	3654604	3758386
986	3659505	3755905
987	3664429	3753444
988	3668837	3750450
989	3673591	3747805
990	3677901	3744704
991	3682238	3741628
992	3686268	3738240
993	3690340	3734892
994	3694419	3731549
995	3698889	3728599
996	3703438	3725726
997	3707684	3722545
998	3711845	3719276
999	3716543	3716543
1000	3720964	3713529
1001	3726443	3711567
1002	3730734	3708416
1003	3735043	3705281
1004	3739098	3701893
1005	3743529	3698875
1006	3747492	3695392
1007	3753272	3693697
1008	3759590	3692521
1009	3765010	3690456
1010	3769850	3687816
1011	3775052	3685525
1012	3780503	3683471
1013	3785744	3681206
1014	3789657	3677647
1015	3793792	3674303
1016	3798334	3671349
1017	3802678	3668202
1018	3806659	3664703
1019	3810989	3661538
1020	3815553	3658596
1021	3819525	3655084
1022	3824092	3652139
1023	3828288	3648837
1024	3832411	3645464
1025	3836715	3642262
1026	3840935	3638977
1027	3845601	3636113
1028	3850720	3633673
1029	3855268	3630689
1030	3859526	3627431
1031	3864109	3624474
1032	3868654	3621479
1033	3872878	3618182
1034	3877655	3615399
1035	3881755	3611981
1036	3886290	3608966
1037	3890633	3605770
1038	3895334	3602903
1039	3899717	3599738
1040	3903674	3596180
1041	3908482	3593403
1042	3914030	3591300
1043	3918847	3588523
1044	3923942	3585995
1045	3929121	3583538
1046	3934054	3580854
1047	3939547	3578673
1048	3944455	3575955
1049	3948718	3572649
1050	3953298	3569628
1051	3957506	3566269
1052	3961641	3562844
1053	3965679	3559328
1054	3970890	3556864
1055	3975323	3553698
1056	3979416	3550226
1057	3984095	3547276
1058	3988556	3544128
1059	3992361	3540396
1060	3996314	3536794
1061	4000408	3533317
1062	4004887	3530177
1063	4009449	3527109
1064	4014197	3524201
1065	4018159	3520601
1066	4022723	3517526
1067	4027132	3514314
1068	4031376	3510955
1069	4035240	3507265
1070	4039135	3503601
1071	4043754	3500563
1072	4047647	3496895
1073	4051999	3493623
1074	4056098	3490131
1075	4060421	3486830
1076	4064258	3483111
1077	4068171	3479456
1078	4072364	3476040
1079	4076795	3472825
1080	4081909	3470189
1081	4086020	3466697
1082	4089904	3463012
1083	4094454	3459889
1084	4098584	3456409
1085	4103331	3453448
1086	4108439	3450786
1087	4112902	3447579
1088	4117608	3444574
1089	4122238	3441502
1090	4126431	3438062
1091	4130975	3434914
1092	4135915	3432090
1093	4140653	3429097
1094	4144991	3425769
1095	4149666	3422717
1096	4153748	3419174
1097	4158143	3415888
1098	4162077	3412222
1099	4166767	3409173
1100	4170973	3405727
1101	4175477	3402521
1102	4179909	3399255
1103	4183871	3395606
1104	4187865	3391981
1105	4192153	3388593
1106	4196348	3385130
1107	4200337	3381499
1108	4204297	3377843
1109	4208666	3374516
1110	4212887	3371068
1111	4217303	3367774
1112	4221463	3364275
1113	4226109	3361160
1114	4230738	3358029
1115	4235692	3355154
1116	4240156	3351887
1117	4244694	3348676
1118	4249436	3345624
1119	4254454	3342785
1120	4258983	3339559
1121	4263700	3336478
1122	4268202	3333226
1123	4273285	3330425
1124	4277397	3326864
1125	4284095	3325310
1126	4290163	3323258
1127	4295460	3320604
1128	4300226	3317534
1129	4304845	3314350
1130	4309828	3311441
1131	4314258	3308106
1132	4318282	3304458
1133	4323009	3301345
1134	4327919	3298370
1135	4331816	3294621
1136	4336242	3291272
1137	4340216	3287580
1138	4344433	3284071
1139	4348268	3280273
1140	4352380	3276682
1141	4356211	3272880
1142	4360475	3269403
1143	4364679	3265878
1144	4369798	3263037
1145	4374107	3259588
1146	4378081	3255887
1147	4382140	3252250
1148	4386408	3248767
1149	4390833	3245398
1150	4394638	3241570
1151	4398739	3237960
1152	4402853	3234360
1153	4407114	3230865
1154	4411157	3227210
1155	4415216	3223566
1156	4419301	3219940
1157	4423706	3216546
1158	4428133	3213166
1159	4432449	3209704
1160	4436897	3206336
1161	4441312	3202943
1162	4445779	3199585
1163	4449989	3196040
1164	4453988	3192343
1165	4457816	3188524
1166	4462188	3185092
1167	4465880	3181175
1168	4469824	3177437
1169	4474217	3174017
1170	4478292	3170371
1171	4482167	3166582
1172	4486724	3163274
1173	4490779	3159611
1174	4494557	3155753
1175	4498856	3152260
1176	4503233	3148820
1177	4507183	3145080
1178	4511867	3141851
1179	4515785	3138087
1180	4520160	3134641
1181	4524721	3131321
1182	4529029	3127825
1183	4533465	3124415
1184	4537429	3120679
1185	4541275	3116862
1186	4545467	3113281
1187	4549245	3109417
1188	4553492	3105872
1189	4557664	3102275
1190	4562007	3098794
1191	4566219	3095222
1192	4570025	3091374
1193	4573812	3087515
1194	4577979	3083910
1195	4581891	3080134
1196	4585627	3076239
1197	4589834	3072660
1198	4593708	3068857
1199	4598428	3065619
1200	4602170	3061726
1201	4606358	3058131
1202	4610557	3054542
1203	4614707	3050919
1204	4619087	3047447
1205	4623192	3043793
1206	4627209	3040080
1207	4631340	3036441
1208	4635695	3032948
1209	4639721	3029239
1210	4644203	3025826
1211	4648121	3022046
1212	4651937	3018198
1213	4656407	3014774
1214	4660751	3011267
1215	4664847	3007599
1216	4669143	3004058
1217	4673691	3000678
1218	4678853	2997690
1219	4683069	2994093
1220	4687131	2990397
1221	4691134	2986663
1222	4695526	2983175
1223	4699898	2979674
1224	4704278	2976176
1225	4708870	2972810
1226	4713480	2969454
1227	4717740	2965876
1228	4721914	2962242
1229	4726350	2958772
1230	4730847	2955338
1231	4734698	2951500
1232	4738795	2947814
1233	4743286	2944373
1234	4747663	2940860
1235	4752136	2937404
1236	4757043	2934215
1237	4761222	2930574
1238	4765747	2927145
1239	4769920	2923499
1240	4774607	2920166
1241	4778722	2916483
1242	4783193	2913014
1243	4787502	2909446
1244	4791794	2905867
1245	4796392	2902471
1246	4800958	2899055
1247	4805116	2895390
1248	4809641	2891946
1249	4813996	2888397
1250	4817958	2884612
1251	4821995	2880872
1252	4826106	2877176
1253	4830327	2873544
1254	4834672	2869985
1255	4838758	2866270
1256	4842810	2862536
1257	4847957	2859447
1258	4852004	2855706
1259	4856467	2852210
1260	4860802	2848638
1261	4865081	2845031
1262	4868814	2841105
1263	4872846	2837353
1264	4876800	2833555
1265	4881216	2830026
1266	4885772	2826575
1267	4889901	2822876
1268	4893906	2819106
1269	4898468	2815655
1270	4902856	2812102
1271	4907631	2808770
1272	4911699	2805031
1273	4915945	2801394
1274	4920700	2798045
1275	4925042	2794460
1276	4929867	2791146
1277	4933969	2787422
1278	4938458	2783916
1279	4942988	2780431
1280	4947065	2776690
1281	4951039	2772891
1282	4955545	2769389
1283	4959590	2765628
1284	4963786	2761950
1285	4968012	2758290
1286	4973090	2755099
1287	4977655	2751623
1288	4981920	2747979
1289	4985889	2744171
1290	4989640	2740244
1291	4993797	2736539
1292	4998233	2732986
1293	5002218	2729185
1294	5005783	2725156
1295	5009568	2721247
1296	5013079	2717189
1297	5016804	2713248
1298	5020276	2709171
1299	5023695	2705066
1300	5027420	2701127
1301	5031022	2697122
1302	5034415	2693006
1303	5037765	2688868
1304	5041348	2684855
1305	5045388	2681087
1306	5049004	2677092
1307	5052190	2672871
1308	5055765	2668857
1309	5059678	2665021
1310	5063084	2660919
1311	5066529	2656838
1312	5069905	2652722
1313	5073871	2648916
1314	5077506	2644937
1315	5081198	2640987
1316	5085791	2637506
1317	5090210	2633932
1318	5093469	2629759
1319	5096831	2625640
1320	5100385	2621621
1321	5103341	2617296
1322	5106715	2613187
1323	5109649	2608854
1324	5112870	2604669
1325	5116777	2600835
1326	5121108	2597216
1327	5124343	2593041
1328	5127089	2588620
1329	5130138	2584355
1330	5133307	2580152
1331	5136275	2575849
1332	5139663	2571759
1333	5143201	2567745
1334	5147134	2563928
1335	5149933	2559547
1336	5152770	2555188
1337	5155635	2550845
1338	5158392	2546450
1339	5161678	2542319
1340	5164639	2538029
1341	5167965	2533920
1342	5170804	2529574
1343	5174003	2525406
1344	5178587	2521914
1345	5181695	2517703
1346	5184418	2513307
1347	5187373	2509026
1348	5190363	2504764
1349	5193283	2500469
1350	5196477	2496309
1351	5199994	2492304
1352	5203031	2488071
1353	5206096	2483853
1354	5209008	2479564
1355	5211791	2475216
1356	5214627	2470895
1357	5217284	2466492
1358	5220407	2462311
1359	5223458	2458098
1360	5226504	2453883
1361	5230219	2449985
1362	5234404	2446306
1363	5238456	2442564
1364	5243163	2439127
1365	5248123	2435805
1366	5252828	2432362
1367	5256947	2428648
1368	5259819	2424358
1369	5263024	2420223
1370	5266057	2416010
1371	5269134	2411819
1372	5272139	2407597
1373	5275251	2403426
1374	5279560	2399800
1375	5282696	2395641
1376	5285811	2391474
1377	5289050	2387365
1378	5292066	2383156
1379	5295490	2379133
1380	5298763	2375043
1381	5302120	2370991
1382	5305184	2366810
1383	5308300	2362653
1384	5311818	2358677
1385	5315134	2354612
