iter	MultiRMSE
249	8.42470813
250	8.420012538
251	8.418199248
252	8.412195671
253	8.403047066
254	8.401250466
255	8.399422496
256	8.394259425
257	8.388258321
258	8.380788459
259	8.379677984
260	8.372836082
261	8.371387422
262	8.365474455
263	8.359675199
264	8.352606829
265	8.349657665
266	8.339363166
267	8.325495953
268	8.313979781
269	8.309955149
270	8.30396174
271	8.296264589
272	8.287028001
273	8.281269609
274	8.2777208
275	8.270465207
276	8.266707251
277	8.255046755
278	8.251988562
279	8.248238775
280	8.247651401
281	8.246976998
282	8.244122284
283	8.237407538
284	8.230385872
285	8.221370578
286	8.21358314
287	8.208262449
288	8.203725593
289	8.196072492
290	8.185749681
291	8.178347277
292	8.168566514
293	8.155178288
294	8.148397935
295	8.141583435
296	8.129517073
297	8.128658806
298	8.127752416
299	8.120341666
300	8.112965609
301	8.101521648
302	8.097214345
303	8.095425232
304	8.094771017
305	8.085218237
306	8.079631158
307	8.073355842
308	8.066134126
309	8.052702201
310	8.035878584
311	8.026637282
312	8.013765408
313	8.008773266
314	8.006250852
315	8.000684236
316	7.979356064
317	7.973431466
318	7.968024834
319	7.956884674
320	7.950336296
321	7.944894224
322	7.93959074
323	7.933973644
324	7.923050236
325	7.916568418
326	7.910027547
327	7.904085545
328	7.897870662
329	7.887472427
330	7.88190791
331	7.875541595
332	7.874776336
333	7.8687505
334	7.867988147
335	7.863737669
336	7.85766719
337	7.855472793
338	7.85475586
339	7.845309574
340	7.840466975
341	7.834937072
342	7.831858074
343	7.823345444
344	7.817344732
345	7.809741554
346	7.804696371
347	7.799843118
348	7.79504626
349	7.790400422
350	7.779492743
351	7.777430268
352	7.771516434
353	7.770463117
354	7.769148135
355	7.764509212
356	7.761869998
357	7.756640693
358	7.750779118
359	7.74415718
360	7.735194059
361	7.7304568
362	7.724822106
363	7.717945632
364	7.717172657
365	7.711429264
366	7.705854286
367	7.700284353
368	7.694077596
369	7.688005462
370	7.682682271
371	7.672649027
372	7.670612248
373	7.663951691
374	7.65884456
375	7.65800595
376	7.652869554
377	7.652354671
378	7.647920608
379	7.643641946
380	7.638425698
381	7.635458701
382	7.631315031
383	7.625864688
384	7.621007132
385	7.611949311
386	7.606214179
387	7.600113594
388	7.597953362
389	7.593581045
390	7.589356068
391	7.584221766
392	7.579100298
393	7.577227305
394	7.573310033
395	7.564239996
396	7.55363097
397	7.548707354
398	7.543565856
399	7.534886305
400	7.527164582
401	7.526656755
402	7.521363117
403	7.510300087
404	7.496548748
405	7.494627359
406	7.493641238
407	7.485145864
408	7.475123967
409	7.470979743
410	7.467923806
411	7.467013212
412	7.465085907
413	7.455175757
414	7.450512106
415	7.449240727
416	7.445593538
417	7.441381593
418	7.432914523
419	7.429000802
420	7.419231394
421	7.41833345
422	7.413717434
423	7.404149861
424	7.400268832
425	7.395561372
426	7.386363602
427	7.383724004
428	7.373557789
429	7.372786648
430	7.369185647
431	7.364373291
432	7.363074566
433	7.356874066
434	7.352964978
435	7.352206417
436	7.348127785
437	7.347579349
438	7.342813993
439	7.342287497
440	7.337582803
441	7.328627059
442	7.323518016
443	7.322902395
444	7.319086221
445	7.315457971
446	7.309208906
447	7.301100475
448	7.29682775
449	7.292559572
450	7.28987148
451	7.280504398
452	7.279774668
453	7.278702137
454	7.273978858
455	7.272238184
456	7.270731948
457	7.264176653
458	7.259497166
459	7.25895162
460	7.253650171
461	7.248988017
462	7.244117419
463	7.24340508
464	7.238950789
465	7.234833252
466	7.234049873
467	7.230114828
468	7.221765983
469	7.218283918
470	7.214482178
471	7.210982727
472	7.208123937
473	7.203530591
474	7.199032104
475	7.197534908
476	7.19681687
477	7.193760268
478	7.189530533
479	7.181011173
480	7.176644594
481	7.168669548
482	7.16452352
483	7.160620996
484	7.159836882
485	7.159015248
486	7.154234075
487	7.146809727
488	7.143230349
489	7.141472377
490	7.137374819
491	7.133778672
492	7.125908899
493	7.122686991
494	7.119804841
495	7.117078484
496	7.106435226
497	7.09859471
498	7.096392669
499	7.093225795
500	7.091686683
501	7.091158372
502	7.087040567
503	7.082862106
504	7.076956858
505	7.073650418
506	7.067723413
507	7.064048957
508	7.063137763
509	7.062262673
510	7.059196834
511	7.058118449
512	7.054294537
513	7.043500589
514	7.041021723
515	7.040195027
516	7.037230271
517	7.031975415
518	7.031337153
519	7.027421088
520	7.02212351
521	7.018313849
522	7.017164747
523	7.014079217
524	7.01333191
525	7.008468223
526	7.001106336
527	6.997870857
528	6.994760164
529	6.988728211
530	6.980936365
531	6.980527082
532	6.969865155
533	6.967362958
534	6.964262504
535	6.960591824
536	6.956948367
537	6.955488469
538	6.954920584
539	6.951680323
540	6.948203741
541	6.944622869
542	6.939524154
543	6.936461791
544	6.935436098
545	6.92740091
546	6.920952586
547	6.917562595
548	6.913227272
549	6.912614238
550	6.911925442
551	6.911525001
552	6.910150478
553	6.906825139
554	6.903932876
555	6.90090065
556	6.900386196
557	6.896831195
558	6.896059726
559	6.893111268
560	6.892683184
561	6.891626107
562	6.886372598
563	6.883208181
564	6.879005557
565	6.875574142
566	6.873245092
567	6.872632739
568	6.866241161
569	6.860189029
570	6.859501087
571	6.855553432
572	6.854466947
573	6.850665819
574	6.847727081
575	6.844740693
576	6.841532524
577	6.840708738
578	6.839138039
579	6.837164159
580	6.831419968
581	6.831144677
582	6.825812328
583	6.819921731
584	6.816620702
585	6.813779072
586	6.811958895
587	6.810947489
588	6.807763326
589	6.802208824
590	6.798932801
591	6.796254339
592	6.795456086
593	6.792859516
594	6.78989213
595	6.786623463
596	6.783263991
597	6.779944533
598	6.776769499
599	6.775590407
600	6.774584914
601	6.769256083
602	6.768558158
603	6.765199042
604	6.759365776
605	6.756732224
606	6.756063917
607	6.75348296
608	6.750811491
609	6.750073664
610	6.747633177
611	6.742519919
612	6.737551521
613	6.736704166
614	6.733861544
615	6.728874005
616	6.726396631
617	6.725094464
618	6.722628965
619	6.719308088
620	6.718052562
621	6.715956523
622	6.715290219
623	6.712208345
624	6.711493031
625	6.708679194
626	6.708256953
627	6.702707428
628	6.699966264
629	6.697791946
630	6.695699601
631	6.695289045
632	6.694195413
633	6.689057199
634	6.688556168
635	6.683919204
636	6.68312952
637	6.680195332
638	6.678472763
639	6.675409183
640	6.674730511
641	6.669572733
642	6.668824098
643	6.663811141
644	6.661010094
645	6.65380216
646	6.653457605
647	6.652702915
648	6.65001779
649	6.647169562
650	6.645736886
651	6.644954567
652	6.64443561
653	6.641948633
654	6.639847796
655	6.639100099
656	6.634474444
657	6.632397778
658	6.627726307
659	6.623241787
660	6.61994898
661	6.617542609
662	6.616254635
663	6.615363764
664	6.612824772
665	6.611858764
666	6.611471218
667	6.609165765
668	6.606350864
669	6.603641916
670	6.603047836
671	6.60245101
672	6.598034842
673	6.595006197
674	6.592516763
675	6.591804245
676	6.590860174
677	6.588098031
678	6.585797696
679	6.583573657
680	6.581293511
681	6.578349246
682	6.575810957
683	6.574939018
684	6.574346873
685	6.573763893
686	6.573313686
687	6.572756614
688	6.570744937
689	6.570257359
690	6.567320997
691	6.564975567
692	6.562071251
693	6.559563242
694	6.557252318
695	6.55561455
696	6.55505428
697	6.554362809
698	6.553931676
699	6.55361572
700	6.551084398
701	6.548796897
702	6.546425
703	6.546027802
704	6.54380751
705	6.543159408
706	6.540935129
707	6.540368294
708	6.539726636
709	6.537044715
710	6.534461606
711	6.533933152
712	6.53341352
713	6.532619173
714	6.531418993
715	6.527527866
716	6.526921587
717	6.524707369
718	6.518361798
719	6.513219556
720	6.510945278
721	6.509099778
722	6.508399268
723	6.504655743
724	6.504207965
725	6.502663172
726	6.501524043
727	6.497413778
728	6.497125014
729	6.496829627
730	6.493067253
731	6.490579253
732	6.489966353
733	6.487482078
734	6.483792587
735	6.482494231
736	6.480374841
737	6.479621556
738	6.477746247
739	6.475517906
740	6.47353698
741	6.471684705
742	6.471358274
743	6.470171505
744	6.469261604
745	6.46743492
746	6.466992284
747	6.464768452
748	6.462637239
749	6.461150583
750	6.458908523
751	6.456606684
752	6.454355607
753	6.449607422
754	6.449324
755	6.448471114
756	6.446667684
757	6.445269645
758	6.442946684
759	6.441233163
760	6.439341262
761	6.437562696
762	6.436512767
763	6.436019619
764	6.435583447
765	6.435305276
766	6.434106787
767	6.433105013
768	6.430732279
769	6.426903744
770	6.424911302
771	6.422435865
772	6.421959546
773	6.419088722
774	6.418308919
775	6.417681065
776	6.417074528
777	6.414748508
778	6.411967218
779	6.40990633
780	6.409518791
781	6.408449442
782	6.406598764
783	6.404485161
784	6.404261807
785	6.403596099
786	6.399682401
787	6.398212633
788	6.397811642
789	6.395664
790	6.393703732
791	6.390205517
792	6.388315913
793	6.385144594
794	6.381693707
795	6.381206044
796	6.379699302
797	6.378846533
798	6.37551679
799	6.373607902
800	6.372995132
801	6.371564247
802	6.371131012
803	6.370889167
804	6.37034381
805	6.367438034
806	6.366765466
807	6.36554417
808	6.364730248
809	6.364237365
810	6.363915765
811	6.362483986
812	6.360726538
813	6.358397947
814	6.356495296
815	6.355007398
816	6.354555075
817	6.353786812
818	6.351841896
819	6.350972458
820	6.350422117
821	6.349957931
822	6.349543435
823	6.347688687
824	6.347381242
825	6.346229738
826	6.345137298
827	6.343293946
828	6.343000979
829	6.342603745
830	6.340603857
831	6.340144479
832	6.339291438
833	6.338743436
834	6.338432793
835	6.33739149
836	6.337030868
837	6.333363693
838	6.332960126
839	6.33114582
840	6.329647223
841	6.32658537
842	6.325768146
843	6.324129447
844	6.322540458
845	6.322112657
846	6.317469402
847	6.31577369
848	6.314819094
849	6.313701451
850	6.312201378
851	6.311817635
852	6.310319529
853	6.308883284
854	6.307023407
855	6.306283692
856	6.305374519
857	6.303455908
858	6.302916264
859	6.301052926
860	6.300855092
861	6.30042168
862	6.298419731
863	6.297879215
864	6.297237743
865	6.296669292
866	6.293527712
867	6.292078463
868	6.291404051
869	6.290957517
870	6.290451429
871	6.290089303
872	6.287347538
873	6.284261245
874	6.282724902
875	6.282155724
876	6.281592468
877	6.280905419
878	6.278948484
879	6.278315476
880	6.277421051
881	6.275986181
882	6.275524653
883	6.275080109
884	6.273961891
885	6.273558883
886	6.273047097
887	6.272562457
888	6.270695367
889	6.270068172
890	6.268858826
891	6.26846978
892	6.26817017
893	6.266626065
894	6.265953255
895	6.265580446
896	6.263982463
897	6.26324401
898	6.261563035
899	6.259810538
900	6.258237043
901	6.257421478
902	6.256972022
903	6.255513401
904	6.255156222
905	6.253305086
906	6.250482619
907	6.250236577
908	6.24939258
909	6.248942362
910	6.248516284
911	6.247878546
912	6.246529605
913	6.244746931
914	6.242114615
915	6.240643006
916	6.240118856
917	6.239352851
918	6.237925959
919	6.237359121
920	6.235866711
921	6.233138866
922	6.23239785
923	6.231819609
924	6.23131971
925	6.22983569
926	6.229100967
927	6.227768437
928	6.227440751
929	6.22580769
930	6.224416598
931	6.222913128
932	6.22123679
933	6.220666322
934	6.21910908
935	6.214860751
936	6.214392945
937	6.212632752
938	6.211278528
939	6.209620239
940	6.207058116
941	6.206265503
942	6.205754671
943	6.205216382
944	6.204179805
945	6.202611378
946	6.201401046
947	6.199825591
948	6.198296876
949	6.197574482
950	6.196821696
951	6.195276064
952	6.194821354
953	6.194467543
954	6.193118017
955	6.192034481
956	6.190532826
957	6.188224158
958	6.18691593
959	6.186654535
960	6.186315802
961	6.18478806
962	6.18330263
963	6.182529014
964	6.181673181
965	6.180702866
966	6.180218944
967	6.178741857
968	6.178136344
969	6.17718629
970	6.176850965
971	6.175505444
972	6.175117012
973	6.174519052
974	6.172747751
975	6.172258553
976	6.171624352
977	6.171182676
978	6.170323583
979	6.169693396
980	6.167861128
981	6.167498241
982	6.166393678
983	6.166003539
984	6.165475013
985	6.16447044
986	6.164065454
987	6.163077141
988	6.162742402
989	6.161390983
990	6.161057337
991	6.159991703
992	6.159595952
993	6.159252815
994	6.158814666
995	6.157064916
996	6.155800454
997	6.155029986
998	6.153523007
999	6.152893877
1000	6.151633294
1001	6.148828583
1002	6.148473198
1003	6.14732628
1004	6.147036061
1005	6.144731606
1006	6.144230144
1007	6.142627169
1008	6.141161935
1009	6.138969874
1010	6.138190829
1011	6.136756764
1012	6.135892653
1013	6.135484484
1014	6.135027678
1015	6.134627041
1016	6.13323502
1017	6.132679554
1018	6.130492322
1019	6.130144866
1020	6.127930253
1021	6.127564867
1022	6.127236197
1023	6.125696731
1024	6.125112489
1025	6.124560564
1026	6.123906421
1027	6.123173714
1028	6.122469254
1029	6.120891424
1030	6.12045717
1031	6.118108191
1032	6.11649001
1033	6.116139915
1034	6.114704093
1035	6.11426482
1036	6.113958465
1037	6.113641827
1038	6.11242078
1039	6.111997196
1040	6.111485504
1041	6.110817076
1042	6.10954697
1043	6.109117343
1044	6.107649249
1045	6.106431191
1046	6.105838386
1047	6.104278981
1048	6.103860559
1049	6.103580436
1050	6.102206133
1051	6.101602729
1052	6.101274237
1053	6.100047309
1054	6.098800405
1055	6.09788584
1056	6.097567602
1057	6.097021094
1058	6.095705651
1059	6.094617234
1060	6.094040169
1061	6.093573826
1062	6.09246219
1063	6.09156322
1064	6.090504618
1065	6.089467816
1066	6.089292704
1067	6.088868233
1068	6.0881356
1069	6.087572274
1070	6.08724592
1071	6.085196362
1072	6.084501126
1073	6.083415212
1074	6.08316502
1075	6.082616583
1076	6.082019066
1077	6.080912729
1078	6.079682846
1079	6.078400619
1080	6.077991821
1081	6.077559372
1082	6.076396465
1083	6.075631024
1084	6.075281341
1085	6.074989696
1086	6.073426079
1087	6.072954514
1088	6.0717048
1089	6.070255973
1090	6.068997014
1091	6.068394274
1092	6.066569395
1093	6.065706667
1094	6.065413457
1095	6.064450988
1096	6.063256131
1097	6.062320379
1098	6.06030123
1099	6.05848314
1100	6.057935887
1101	6.056922666
1102	6.055547566
1103	6.055200551
1104	6.054561325
1105	6.053914698
1106	6.053175147
1107	6.052600949
1108	6.052267785
1109	6.051935958
1110	6.051484428
1111	6.050112424
1112	6.049454942
1113	6.049188192
1114	6.048547798
1115	6.048093805
1116	6.047903018
1117	6.046296667
1118	6.045546101
1119	6.045117842
1120	6.043997074
1121	6.043761572
1122	6.042632665
1123	6.042021085
1124	6.041538562
1125	6.040756672
1126	6.039140217
1127	6.037964172
1128	6.037673399
1129	6.036438352
1130	6.035608398
1131	6.034827666
1132	6.033772354
1133	6.03321492
1134	6.03229589
1135	6.031331372
1136	6.030967672
1137	6.030399344
1138	6.029681895
1139	6.029187741
1140	6.028896541
1141	6.028312845
1142	6.027350565
1143	6.026931493
1144	6.025873756
1145	6.025403741
1146	6.024111712
1147	6.023655802
1148	6.022599429
1149	6.022094477
1150	6.02185544
1151	6.021508023
1152	6.020372945
1153	6.019496493
1154	6.019175269
1155	6.019032716
1156	6.01870458
1157	6.017739768
1158	6.015745822
1159	6.015412152
1160	6.014526468
1161	6.013288515
1162	6.012959316
1163	6.012799335
1164	6.012393743
1165	6.012021451
1166	6.010980717
1167	6.009942986
1168	6.00950148
1169	6.00899233
1170	6.008425653
1171	6.00757281
1172	6.007294446
1173	6.006594812
1174	6.005921318
1175	6.00476828
1176	6.004304093
1177	6.003587859
1178	6.002642965
1179	6.002350958
1180	6.001757539
1181	6.000729145
1182	5.999619424
1183	5.999286979
1184	5.998666167
1185	5.998254238
1186	5.997707859
1187	5.997311543
1188	5.996991949
1189	5.996622429
1190	5.995639943
1191	5.995217508
1192	5.994785842
1193	5.994471831
1194	5.993232541
1195	5.992711109
1196	5.992409479
1197	5.991361802
1198	5.990985535
1199	5.989936197
1200	5.988910925
1201	5.988457658
1202	5.987408341
1203	5.986308656
1204	5.985819793
1205	5.984915665
1206	5.984656452
1207	5.983289034
1208	5.982329999
1209	5.982101064
1210	5.980354951
1211	5.979049723
1212	5.978588732
1213	5.978117158
1214	5.977594622
1215	5.977236597
1216	5.976948994
1217	5.975289991
1218	5.974717428
1219	5.973693376
1220	5.973176245
1221	5.972937889
1222	5.972014878
1223	5.97143294
1224	5.971148797
1225	5.970298538
1226	5.969782799
1227	5.969365231
1228	5.96899833
1229	5.968825439
1230	5.967210777
1231	5.966348955
1232	5.96562571
1233	5.965361842
1234	5.96457694
1235	5.964089967
1236	5.963163282
1237	5.962987242
1238	5.961376289
1239	5.960737901
1240	5.960074476
1241	5.959371438
1242	5.958641738
1243	5.957967114
1244	5.957482472
1245	5.956591399
1246	5.955489227
1247	5.954667878
1248	5.953940845
1249	5.953554865
1250	5.952959003
1251	5.952417858
1252	5.951427081
1253	5.950853179
1254	5.949973768
1255	5.949628592
1256	5.949179857
1257	5.948174738
1258	5.947876484
1259	5.947623105
1260	5.94627719
1261	5.945899601
1262	5.945244079
1263	5.944645434
1264	5.944435532
1265	5.943881402
1266	5.942900852
1267	5.942349027
1268	5.941947008
1269	5.941550273
1270	5.940934526
1271	5.93970193
1272	5.939233599
1273	5.93832276
1274	5.937664102
1275	5.937398786
1276	5.936994209
1277	5.936743345
1278	5.935856322
1279	5.93443956
1280	5.934088664
1281	5.933616459
1282	5.932806805
1283	5.93257665
1284	5.931313878
1285	5.930673377
1286	5.930229463
1287	5.928186609
1288	5.926510306
1289	5.926093955
1290	5.92549883
1291	5.925281381
1292	5.924418033
1293	5.923925534
1294	5.923733382
1295	5.923416475
1296	5.923150827
1297	5.922917281
1298	5.922640536
1299	5.92227939
1300	5.921978622
1301	5.921622125
1302	5.921486553
1303	5.92120665
1304	5.920301131
1305	5.919268471
1306	5.918105548
1307	5.917820477
1308	5.917579269
1309	5.9168396
1310	5.916431897
1311	5.916111657
1312	5.914705292
1313	5.914576478
1314	5.913420433
1315	5.913081007
1316	5.912911692
1317	5.912454556
1318	5.911891121
1319	5.910982469
1320	5.910194599
1321	5.909592761
1322	5.909137135
1323	5.90895755
1324	5.908437727
1325	5.908022909
1326	5.907651624
1327	5.907197034
1328	5.906402693
1329	5.906087246
1330	5.905130944
1331	5.90454717
1332	5.903627112
1333	5.903379462
1334	5.903079584
1335	5.902539408
1336	5.902158292
1337	5.901996231
1338	5.901680322
1339	5.901438505
1340	5.900969201
1341	5.900537254
1342	5.899722436
1343	5.899275986
1344	5.89897027
1345	5.89861816
1346	5.897639957
1347	5.89726237
1348	5.896426588
1349	5.896043436
1350	5.895591468
1351	5.894830271
1352	5.893997502
1353	5.893404257
1354	5.89316469
1355	5.892657037
1356	5.892198016
1357	5.891657802
1358	5.89071424
1359	5.89043793
1360	5.889855042
1361	5.88913334
1362	5.888395982
1363	5.888156365
1364	5.887429466
1365	5.887119481
1366	5.886866635
1367	5.886722811
1368	5.886355396
1369	5.886002344
1370	5.885640734
1371	5.885480377
1372	5.884742845
1373	5.884462241
1374	5.883680602
1375	5.883326241
1376	5.882807804
1377	5.882290388
1378	5.881956453
1379	5.881202457
1380	5.881011007
1381	5.880679995
1382	5.880291066
1383	5.878968735
1384	5.878507611
1385	5.877912617
1386	5.877491222
1387	5.877189614
1388	5.876715142
1389	5.876295683
1390	5.875978695
1391	5.875442666
1392	5.875000695
1393	5.874201711
1394	5.874046469
1395	5.873626354
1396	5.873200447
1397	5.872090627
1398	5.871835171
1399	5.871279027
1400	5.870834159
1401	5.870022869
1402	5.869518585
1403	5.868978671
1404	5.868199017
1405	5.867877821
1406	5.867408516
1407	5.866092792
1408	5.865119966
1409	5.86433005
1410	5.862407151
1411	5.861912408
1412	5.861362641
1413	5.860394771
1414	5.860060811
1415	5.859568607
1416	5.859201699
1417	5.85716586
1418	5.856190579
1419	5.855175486
1420	5.854473476
1421	5.853963541
1422	5.853180757
1423	5.852241982
1424	5.851527914
1425	5.851165043
1426	5.850972722
1427	5.850695753
1428	5.850323436
1429	5.849580967
1430	5.849130051
1431	5.848285483
1432	5.847639298
1433	5.847149739
1434	5.846651868
1435	5.845831279
1436	5.845301609
1437	5.844972895
1438	5.844470448
1439	5.843579574
1440	5.842934444
1441	5.842770298
1442	5.842004228
1443	5.841701629
1444	5.841325583
1445	5.840747457
1446	5.840233993
1447	5.839436779
1448	5.839117661
